,task_source,task_target,method,mae,r2,random_state
4,rest,passive,align_procrustes_paired,4.671408681506622,0.8938747474032617,9692
5,rest,passive,dummy,15.807347893915754,0.0,9692
0,rest,passive,no_alignment,8.524293079330059,0.6864421992330862,45758
1,rest,passive,align_z_score,8.760851846997161,0.657137771370355,45758
2,rest,passive,align_recenter,7.923537956380581,0.7253225674904291,45758
3,rest,passive,align_recenter_rescale,7.814285872634413,0.731809903077397,45758
4,rest,passive,align_procrustes_paired,6.333730921301665,0.6550655905630005,45758
5,rest,passive,dummy,15.95324492979719,0.0,45758
0,rest,passive,no_alignment,7.969026291471015,0.7181024339344692,72409
1,rest,passive,align_z_score,8.33718163568354,0.680725288225261,72409
2,rest,passive,align_recenter,7.747608913027224,0.7311663613663799,72409
3,rest,passive,align_recenter_rescale,7.4674081287101615,0.7494808275205721,72409
4,rest,passive,align_procrustes_paired,6.074545569909253,0.681995597221928,72409
5,rest,passive,dummy,15.902605304212168,0.0,72409
0,rest,passive,no_alignment,7.342981306298365,0.7657572338041221,71211
1,rest,passive,align_z_score,7.823324727389907,0.7237641619495392,71211
2,rest,passive,align_recenter,7.023443444497303,0.7783709622438859,71211
3,rest,passive,align_recenter_rescale,7.087693646362296,0.7779268929318731,71211
4,rest,passive,align_procrustes_paired,5.054108038924256,0.8253466637432971,71211
5,rest,passive,dummy,15.807971918876754,0.0,71211
0,rest,passive,no_alignment,8.220938762196571,0.693460994495658,65697
1,rest,passive,align_z_score,8.481391865526046,0.667433567941808,65697
2,rest,passive,align_recenter,7.892906525832166,0.7202993911920719,65697
3,rest,passive,align_recenter_rescale,7.602757918878142,0.7342958585080193,65697
4,rest,passive,align_procrustes_paired,4.9306003839304005,0.881032845772634,65697
5,rest,passive,dummy,15.62015600624025,0.0,65697
0,rest,passive,no_alignment,8.963458357879333,0.6621110487796753,37065
1,rest,passive,align_z_score,8.301410582791036,0.6988104714302346,37065
2,rest,passive,align_recenter,7.662993001045675,0.7371903329514775,37065
3,rest,passive,align_recenter_rescale,7.60423351260929,0.7426401688644246,37065
4,rest,passive,align_procrustes_paired,5.181001969119296,0.8376938363843974,37065
5,rest,passive,dummy,15.90446177847114,0.0,37065
0,rest,passive,no_alignment,8.00116752670584,0.7183706565839401,92093
1,rest,passive,align_z_score,7.878162425144271,0.716292797748117,92093
2,rest,passive,align_recenter,7.46262072169514,0.7507249010925041,92093
3,rest,passive,align_recenter_rescale,7.2182442311529655,0.764898512943242,92093
4,rest,passive,align_procrustes_paired,5.2004266092605125,0.8707747132183334,92093
5,rest,passive,dummy,15.957878315132605,0.0,92093
0,rest,passive,no_alignment,9.203684052042455,0.6304038651528248,99299
1,rest,passive,align_z_score,8.093984172342434,0.7038861739100161,99299
2,rest,passive,align_recenter,7.824750609137508,0.7288869973592318,99299
3,rest,passive,align_recenter_rescale,7.823736472903167,0.7277327789184971,99299
4,rest,passive,align_procrustes_paired,5.064620241097215,0.8404678184157142,99299
5,rest,passive,dummy,15.734134165366617,0.0,99299
0,rest,passive,no_alignment,8.264965444423643,0.6947503821623329,32606
1,rest,passive,align_z_score,9.04536203011413,0.6134592936889477,32606
2,rest,passive,align_recenter,8.010281651816248,0.7038724784230498,32606
3,rest,passive,align_recenter_rescale,8.02303913858747,0.7051076872515916,32606
4,rest,passive,align_procrustes_paired,5.648783939677485,0.7645666207958022,32606
5,rest,passive,dummy,15.967082683307332,0.0,32606
0,rest,passive,no_alignment,8.242769550541004,0.6990822366131431,11534
1,rest,passive,align_z_score,7.67301581623604,0.7291610523010804,11534
2,rest,passive,align_recenter,7.008173205190414,0.7724158022250065,11534
3,rest,passive,align_recenter_rescale,7.166401718224876,0.7639732669563013,11534
4,rest,passive,align_procrustes_paired,5.294449442702304,0.758409725129793,11534
5,rest,passive,dummy,15.702698907956318,0.0,11534
0,rest,passive,no_alignment,9.423955340211103,0.6185922685663885,94663
1,rest,passive,align_z_score,8.076755714676759,0.7070040109255891,94663
2,rest,passive,align_recenter,7.334793386542779,0.75264367213481,94663
3,rest,passive,align_recenter_rescale,7.42451940333113,0.7494525800417007,94663
4,rest,passive,align_procrustes_paired,5.327572096765502,0.8257157634663632,94663
5,rest,passive,dummy,15.876209048361936,0.0,94663
0,rest,passive,no_alignment,8.050924072872364,0.7188409005974175,40397
1,rest,passive,align_z_score,8.235479017353715,0.6850784241135933,40397
2,rest,passive,align_recenter,7.713482873962944,0.735904248834477,40397
3,rest,passive,align_recenter_rescale,7.5013239372199045,0.7504227241264065,40397
4,rest,passive,align_procrustes_paired,4.631866412330649,0.8941642242654132,40397
5,rest,passive,dummy,15.769703588143527,0.0,40397
0,rest,passive,no_alignment,8.705826128650505,0.6599731307154454,91387
1,rest,passive,align_z_score,8.304366426563261,0.6821348191633329,91387
2,rest,passive,align_recenter,7.7853504195695145,0.723879191635111,91387
3,rest,passive,align_recenter_rescale,7.7060111707860965,0.7298011992401576,91387
4,rest,passive,align_procrustes_paired,6.410708701918977,0.6154786477585674,91387
5,rest,passive,dummy,16.00371294851794,0.0,91387
0,rest,passive,no_alignment,8.118742869596643,0.7132708529497589,1016
1,rest,passive,align_z_score,8.390964324596009,0.697293975815465,1016
2,rest,passive,align_recenter,8.029083054585408,0.7226523512091818,1016
3,rest,passive,align_recenter_rescale,7.707165009063122,0.7448380370694593,1016
4,rest,passive,align_procrustes_paired,4.908870398342971,0.8855769213679994,1016
5,rest,passive,dummy,15.89544461778471,0.0,1016
0,rest,passive,no_alignment,8.487238308943251,0.6917243545472381,89789
1,rest,passive,align_z_score,8.859534018848494,0.6262710669751639,89789
2,rest,passive,align_recenter,8.092824280952348,0.7121429406566213,89789
3,rest,passive,align_recenter_rescale,8.074833275326043,0.7140176835577938,89789
4,rest,passive,align_procrustes_paired,6.184879974520782,0.7024997213662114,89789
5,rest,passive,dummy,15.860109204368172,0.0,89789
0,rest,passive,no_alignment,7.813494482069489,0.7306505197616419,55591
1,rest,passive,align_z_score,8.615240847411146,0.6732456789337495,55591
2,rest,passive,align_recenter,7.725614991317275,0.737230240272035,55591
3,rest,passive,align_recenter_rescale,7.632527982749439,0.744987521542684,55591
4,rest,passive,align_procrustes_paired,5.98487777999568,0.6578332437902132,55591
5,rest,passive,dummy,15.776989079563181,0.0,55591
0,rest,passive,no_alignment,7.9889078448640225,0.7207573812776962,89812
1,rest,passive,align_z_score,8.291394201436148,0.7003856384989666,89812
2,rest,passive,align_recenter,7.729905959028235,0.7348090626842352,89812
3,rest,passive,align_recenter_rescale,7.666959669281355,0.7408928770447543,89812
4,rest,passive,align_procrustes_paired,5.22414887946188,0.8104621909043718,89812
5,rest,passive,dummy,15.81786271450858,0.0,89812
0,rest,passive,no_alignment,9.250674516882519,0.6291677582473882,23247
1,rest,passive,align_z_score,8.206479659407723,0.6961967622370182,23247
2,rest,passive,align_recenter,7.656436111668972,0.7338873832986518,23247
3,rest,passive,align_recenter_rescale,7.511179012036344,0.7434914197195677,23247
4,rest,passive,align_procrustes_paired,4.6941296023747485,0.8974651637277145,23247
5,rest,passive,dummy,15.989126365054604,0.0,23247
0,rest,passive,no_alignment,7.586909541986655,0.7431903702192513,24300
1,rest,passive,align_z_score,8.952662233052974,0.6400452681488351,24300
2,rest,passive,align_recenter,7.709748340431598,0.7355224656561256,24300
3,rest,passive,align_recenter_rescale,7.5251872491860325,0.745669252329872,24300
4,rest,passive,align_procrustes_paired,4.733390305666593,0.8955804551481457,24300
5,rest,passive,dummy,15.829999999999998,0.0,24300
0,rest,passive,no_alignment,8.07478765309126,0.717959976869468,74065
1,rest,passive,align_z_score,8.35763495795041,0.6913069665470634,74065
2,rest,passive,align_recenter,7.3249112089404065,0.7614753059606224,74065
3,rest,passive,align_recenter_rescale,7.111155168970378,0.7740461197587468,74065
4,rest,passive,align_procrustes_paired,5.093922932072085,0.8211386894991282,74065
5,rest,passive,dummy,15.96808112324493,0.0,74065
0,rest,passive,no_alignment,8.111650720090479,0.7117927190898712,82798
1,rest,passive,align_z_score,8.468749232114378,0.674344729782512,82798
2,rest,passive,align_recenter,7.886332898060356,0.7262872200353028,82798
3,rest,passive,align_recenter_rescale,7.9076188114457855,0.7279076567810353,82798
4,rest,passive,align_procrustes_paired,5.0533378695004085,0.827238549869656,82798
5,rest,passive,dummy,15.80783151326053,0.0,82798
0,rest,passive,no_alignment,8.963141000726425,0.6496816067380647,9268
1,rest,passive,align_z_score,8.064122864328567,0.7122574178893243,9268
2,rest,passive,align_recenter,7.456978632310903,0.7522817795685127,9268
3,rest,passive,align_recenter_rescale,7.301678102314173,0.7658718818369974,9268
4,rest,passive,align_procrustes_paired,5.711760067294589,0.8061411997005423,9268
5,rest,passive,dummy,15.831934477379097,0.0,9268
0,rest,passive,no_alignment,8.328119266610003,0.6982357051246569,86807
1,rest,passive,align_z_score,8.208075236197647,0.6974408795736384,86807
2,rest,passive,align_recenter,7.516303007745375,0.7493101546220102,86807
3,rest,passive,align_recenter_rescale,7.3035608265017915,0.7629810834286578,86807
4,rest,passive,align_procrustes_paired,4.903645276283363,0.8897254740899296,86807
5,rest,passive,dummy,15.690343213728546,0.0,86807
0,rest,passive,no_alignment,8.132587236074786,0.7090287796915686,12185
1,rest,passive,align_z_score,7.7630623197722155,0.7242384219973002,12185
2,rest,passive,align_recenter,7.226198631134787,0.767259227579139,12185
3,rest,passive,align_recenter_rescale,7.206886162296497,0.770621470821736,12185
4,rest,passive,align_procrustes_paired,5.643369281776546,0.7514738760147277,12185
5,rest,passive,dummy,15.843447737909516,0.0,12185
0,rest,passive,no_alignment,8.293592526243712,0.6895425617269002,63704
1,rest,passive,align_z_score,8.13030524873041,0.7092854292039372,63704
2,rest,passive,align_recenter,7.96027970045923,0.7255918258335885,63704
3,rest,passive,align_recenter_rescale,7.676370643787993,0.7433300442989852,63704
4,rest,passive,align_procrustes_paired,5.108015715722915,0.8758316310346341,63704
5,rest,passive,dummy,15.913744149765993,0.0,63704
0,rest,passive,no_alignment,8.941690068481945,0.6682900610067659,86779
1,rest,passive,align_z_score,8.243375778197597,0.6903642391514628,86779
2,rest,passive,align_recenter,7.468694330950778,0.7547672924022912,86779
3,rest,passive,align_recenter_rescale,7.273589992848501,0.7656697480755983,86779
4,rest,passive,align_procrustes_paired,5.048347898924326,0.8776870256308964,86779
5,rest,passive,dummy,15.914664586583463,0.0,86779
0,rest,passive,no_alignment,8.468454279004282,0.683233758362144,39099
1,rest,passive,align_z_score,8.522533156325164,0.6734588754483923,39099
2,rest,passive,align_recenter,7.6797118245522595,0.7377452993630573,39099
3,rest,passive,align_recenter_rescale,7.582822008425245,0.7435271415034712,39099
4,rest,passive,align_procrustes_paired,5.410412639033845,0.8086984565253401,39099
5,rest,passive,dummy,15.647831513260527,0.0,39099
0,rest,passive,no_alignment,8.86465610895295,0.6615313181078792,8571
1,rest,passive,align_z_score,8.279702296572935,0.699350883866031,8571
2,rest,passive,align_recenter,7.622968890714961,0.7416423749997404,8571
3,rest,passive,align_recenter_rescale,7.530993489736578,0.7452383801436637,8571
4,rest,passive,align_procrustes_paired,5.322367986175209,0.8213294107302663,8571
5,rest,passive,dummy,15.89804992199688,0.0,8571
0,rest,passive,no_alignment,8.430993418641485,0.6831497313036915,38044
1,rest,passive,align_z_score,8.392733339466622,0.680327894122063,38044
2,rest,passive,align_recenter,7.888443541925696,0.7216075721055385,38044
3,rest,passive,align_recenter_rescale,7.607072208510127,0.7420502855622475,38044
4,rest,passive,align_procrustes_paired,4.789532501125587,0.8853102490967294,38044
5,rest,passive,dummy,15.666177847113886,0.0,38044
0,rest,passive,no_alignment,8.141885041270342,0.7118795994270306,51214
1,rest,passive,align_z_score,8.65467811545335,0.6705671613868679,51214
2,rest,passive,align_recenter,7.845879522714134,0.7300941293193244,51214
3,rest,passive,align_recenter_rescale,7.647702354163852,0.7428324723305006,51214
4,rest,passive,align_procrustes_paired,5.367517975092231,0.8054328542402875,51214
5,rest,passive,dummy,15.920546021840874,0.0,51214
0,rest,passive,no_alignment,8.506861938521986,0.689090693096203,61228
1,rest,passive,align_z_score,8.398746802221032,0.6844586081716195,61228
2,rest,passive,align_recenter,7.383659430583049,0.7610555258294074,61228
3,rest,passive,align_recenter_rescale,7.289824924524569,0.7674890579044087,61228
4,rest,passive,align_procrustes_paired,5.010795637485594,0.8461378847429185,61228
5,rest,passive,dummy,15.921825273010919,0.0,61228
0,rest,passive,no_alignment,8.810178920821766,0.6591595996433492,48984
1,rest,passive,align_z_score,8.701860300285897,0.6649391018058106,48984
2,rest,passive,align_recenter,8.178422863442488,0.707455893866116,48984
3,rest,passive,align_recenter_rescale,7.805937366282088,0.7312364745302957,48984
4,rest,passive,align_procrustes_paired,4.796738086022395,0.8921854020547119,48984
5,rest,passive,dummy,15.676209048361933,0.0,48984
0,rest,passive,no_alignment,8.328857681200066,0.7019376932140844,40774
1,rest,passive,align_z_score,7.516889017709168,0.7317493260396924,40774
2,rest,passive,align_recenter,7.002615500184011,0.7751655696125745,40774
3,rest,passive,align_recenter_rescale,6.934304928213766,0.7808549899782554,40774
4,rest,passive,align_procrustes_paired,5.107385051199516,0.8346988634888254,40774
5,rest,passive,dummy,15.940873634945396,0.0,40774
0,rest,smt,no_alignment,8.866685580716572,0.6609511557503989,15795
1,rest,smt,align_z_score,9.527540371616041,0.577781783202916,15795
2,rest,smt,align_recenter,8.458152786460898,0.6788184859356412,15795
3,rest,smt,align_recenter_rescale,8.435958259330938,0.678083002543227,15795
4,rest,smt,align_procrustes_paired,4.725231129007205,0.8769434048178825,15795
5,rest,smt,dummy,15.776572327044025,0.0,15795
0,rest,smt,no_alignment,8.232223552209854,0.6957467406576041,860
1,rest,smt,align_z_score,8.484067479007686,0.6851048574377432,860
2,rest,smt,align_recenter,7.7053609826103076,0.7350669306254682,860
3,rest,smt,align_recenter_rescale,7.906019562624408,0.7244555946622524,860
4,rest,smt,align_procrustes_paired,5.246435736198947,0.862274180413638,860
5,rest,smt,dummy,15.732845911949687,0.0,860
0,rest,smt,no_alignment,8.79829315945482,0.6575913289933646,76820
1,rest,smt,align_z_score,8.842377476199776,0.6610627257947179,76820
2,rest,smt,align_recenter,8.36350646649219,0.6876638440920719,76820
3,rest,smt,align_recenter_rescale,8.273493747734593,0.6979316553789892,76820
4,rest,smt,align_procrustes_paired,4.989884453659416,0.8655130380935631,76820
5,rest,smt,dummy,15.876446540880501,0.0,76820
0,rest,smt,no_alignment,8.233937665960658,0.6957551053592311,54886
1,rest,smt,align_z_score,8.486300636737766,0.6597739210715989,54886
2,rest,smt,align_recenter,7.943039019433911,0.7014377286029887,54886
3,rest,smt,align_recenter_rescale,7.999007602710658,0.7016787539060972,54886
4,rest,smt,align_procrustes_paired,5.124871364295017,0.850103061144119,54886
5,rest,smt,dummy,15.628993710691825,0.0,54886
0,rest,smt,no_alignment,7.599711967345003,0.7329976172107718,6265
1,rest,smt,align_z_score,8.748117479049744,0.6397115051018769,6265
2,rest,smt,align_recenter,7.712842293462627,0.7266133671387733,6265
3,rest,smt,align_recenter_rescale,7.925832964631457,0.7168391780845291,6265
4,rest,smt,align_procrustes_paired,4.7277861070425855,0.8804343864765738,6265
5,rest,smt,dummy,15.725283018867923,0.0,6265
0,rest,smt,no_alignment,7.718868464119955,0.7342843401512907,82386
1,rest,smt,align_z_score,8.726200774074616,0.6422564977184455,82386
2,rest,smt,align_recenter,7.717000777003376,0.7315474618637348,82386
3,rest,smt,align_recenter_rescale,7.75584450619653,0.7319480318716894,82386
4,rest,smt,align_procrustes_paired,4.7589277400450225,0.8912169234869477,82386
5,rest,smt,dummy,15.699465408805032,0.0,82386
0,rest,smt,no_alignment,8.15122871341665,0.7014944048818059,37194
1,rest,smt,align_z_score,8.543302238763077,0.6739176370585893,37194
2,rest,smt,align_recenter,7.8240322438854255,0.7197299196391946,37194
3,rest,smt,align_recenter_rescale,7.854727969063124,0.7205400294235514,37194
4,rest,smt,align_procrustes_paired,5.014565433766849,0.8430502434788085,37194
5,rest,smt,dummy,15.920251572327043,0.0,37194
0,rest,smt,no_alignment,8.390239149998527,0.691357544815169,87498
1,rest,smt,align_z_score,7.909673442464382,0.7267954948328699,87498
2,rest,smt,align_recenter,7.368400862514632,0.7637691882898234,87498
3,rest,smt,align_recenter_rescale,7.393877071372715,0.7604620333777582,87498
4,rest,smt,align_procrustes_paired,4.490204259825705,0.8928722980995268,87498
5,rest,smt,dummy,15.881965408805032,0.0,87498
0,rest,smt,no_alignment,9.361047046444938,0.6201804292201962,44131
1,rest,smt,align_z_score,8.490500943099333,0.6851362914261968,44131
2,rest,smt,align_recenter,8.02901463215975,0.7025695794437252,44131
3,rest,smt,align_recenter_rescale,8.011079420949791,0.7052447321407979,44131
4,rest,smt,align_procrustes_paired,4.6448897863891725,0.8999987994299342,44131
5,rest,smt,dummy,15.834842767295596,0.0,44131
0,rest,smt,no_alignment,8.201431524211362,0.6976767685224005,60263
1,rest,smt,align_z_score,8.02031562738771,0.7077668244304153,60263
2,rest,smt,align_recenter,7.5465123405304455,0.7369141318119827,60263
3,rest,smt,align_recenter_rescale,7.676299229897715,0.7332738335630831,60263
4,rest,smt,align_procrustes_paired,4.828363503175428,0.8830879994685676,60263
5,rest,smt,dummy,15.658977987421384,0.0,60263
0,rest,smt,no_alignment,9.46741449286139,0.5999548389994657,16023
1,rest,smt,align_z_score,8.2606611578129,0.6967363807232856,16023
2,rest,smt,align_recenter,7.879651160315335,0.7185876914504218,16023
3,rest,smt,align_recenter_rescale,7.85970806508615,0.7215430070425277,16023
4,rest,smt,align_procrustes_paired,5.235378215445595,0.8509328065921673,16023
5,rest,smt,dummy,15.843317610062893,0.0,16023
0,rest,smt,no_alignment,8.501469468333745,0.6757531375524131,41090
1,rest,smt,align_z_score,8.389162598784647,0.6754524453462056,41090
2,rest,smt,align_recenter,7.945011303004021,0.7101146817261338,41090
3,rest,smt,align_recenter_rescale,8.039930479064981,0.704909201698761,41090
4,rest,smt,align_procrustes_paired,4.894116733994031,0.8784330754311,41090
5,rest,smt,dummy,15.782452830188678,0.0,41090
0,rest,smt,no_alignment,8.431760197081722,0.6806147820803702,67221
1,rest,smt,align_z_score,8.618558745406249,0.663452077742128,67221
2,rest,smt,align_recenter,8.383270814241502,0.6772122717754652,67221
3,rest,smt,align_recenter_rescale,8.274932489050164,0.6870315046316524,67221
4,rest,smt,align_procrustes_paired,5.167507081211619,0.8724048661485312,67221
5,rest,smt,dummy,15.751509433962262,0.0,67221
0,rest,smt,no_alignment,8.719998890997342,0.6796139627007585,64820
1,rest,smt,align_z_score,8.47626013103012,0.6789595706312382,64820
2,rest,smt,align_recenter,8.105767080273573,0.7119019070298174,64820
3,rest,smt,align_recenter_rescale,8.138231008075833,0.7125530504112364,64820
4,rest,smt,align_procrustes_paired,4.950735055221097,0.8403103725685587,64820
5,rest,smt,dummy,15.824622641509432,0.0,64820
0,rest,smt,no_alignment,8.702781785700104,0.66665209072496,769
1,rest,smt,align_z_score,8.73898287326518,0.6463222139707026,769
2,rest,smt,align_recenter,8.507275689605876,0.6774557635653868,769
3,rest,smt,align_recenter_rescale,8.398054826934358,0.6857981624263061,769
4,rest,smt,align_procrustes_paired,5.5388158943723775,0.8276918273192968,769
5,rest,smt,dummy,15.783349056603772,0.0,769
0,rest,smt,no_alignment,8.082754920560713,0.7014340641781356,59735
1,rest,smt,align_z_score,8.722564222285175,0.6506345405825866,59735
2,rest,smt,align_recenter,7.947929607290762,0.7070495782687939,59735
3,rest,smt,align_recenter_rescale,8.075508101702292,0.7012549644507802,59735
4,rest,smt,align_procrustes_paired,5.125797476189646,0.8635451788110575,59735
5,rest,smt,dummy,15.756006289308175,0.0,59735
0,rest,smt,no_alignment,8.499820475880293,0.6806799362902822,62955
1,rest,smt,align_z_score,8.778276747882291,0.6380667457777326,62955
2,rest,smt,align_recenter,8.048786568017238,0.7024655597703661,62955
3,rest,smt,align_recenter_rescale,8.081305898893772,0.7015680139386742,62955
4,rest,smt,align_procrustes_paired,5.254396699042926,0.8708743865206341,62955
5,rest,smt,dummy,15.760345911949685,0.0,62955
0,rest,smt,no_alignment,8.18204713315998,0.7052732405598896,64925
1,rest,smt,align_z_score,8.492555946537564,0.6645432471856692,64925
2,rest,smt,align_recenter,7.820813602166211,0.722199317954368,64925
3,rest,smt,align_recenter_rescale,8.01052525543393,0.7170243354091315,64925
4,rest,smt,align_procrustes_paired,6.297768635636961,0.6680941342307314,64925
5,rest,smt,dummy,15.766367924528302,0.0,64925
0,rest,smt,no_alignment,7.822169344524,0.7192274712023399,67969
1,rest,smt,align_z_score,8.175119093945103,0.6850384053770817,67969
2,rest,smt,align_recenter,7.86040212810841,0.7196333697486932,67969
3,rest,smt,align_recenter_rescale,7.908541658236432,0.7174894064071697,67969
4,rest,smt,align_procrustes_paired,4.638911521384497,0.8904027517851054,67969
5,rest,smt,dummy,15.676808176100627,0.0,67969
0,rest,smt,no_alignment,8.100986192751144,0.7034092726641252,5311
1,rest,smt,align_z_score,7.913513767403417,0.7149444551873871,5311
2,rest,smt,align_recenter,7.9564876847859365,0.7116567350824954,5311
3,rest,smt,align_recenter_rescale,7.932834100968929,0.7138295451111587,5311
4,rest,smt,align_procrustes_paired,5.043077194691872,0.8471525979515254,5311
5,rest,smt,dummy,15.694025157232703,0.0,5311
0,rest,smt,no_alignment,8.210956683340806,0.7102843968221599,83104
1,rest,smt,align_z_score,8.660952213375715,0.6597471168483917,83104
2,rest,smt,align_recenter,7.684831192018888,0.7392514728217088,83104
3,rest,smt,align_recenter_rescale,7.7631275669347595,0.7347373046139452,83104
4,rest,smt,align_procrustes_paired,4.870493166628171,0.8836754067744591,83104
5,rest,smt,dummy,15.852735849056604,0.0,83104
0,rest,smt,no_alignment,8.124085498448476,0.7102574609342516,53707
1,rest,smt,align_z_score,9.566183337156545,0.5853454487654687,53707
2,rest,smt,align_recenter,8.17206593724356,0.7097274066321417,53707
3,rest,smt,align_recenter_rescale,8.24002393631901,0.7057219344583503,53707
4,rest,smt,align_procrustes_paired,5.328275846885264,0.8536265062536585,53707
5,rest,smt,dummy,15.934371069182387,0.0,53707
0,rest,smt,no_alignment,8.623573912355871,0.6800043673996372,85305
1,rest,smt,align_z_score,8.826460370103632,0.6526274482911083,85305
2,rest,smt,align_recenter,8.071653047373784,0.7006269150826236,85305
3,rest,smt,align_recenter_rescale,8.372383852834226,0.686442058366928,85305
4,rest,smt,align_procrustes_paired,5.222515491409223,0.8653610119670048,85305
5,rest,smt,dummy,15.882783018867926,0.0,85305
0,rest,smt,no_alignment,8.109963823125412,0.7004610400453957,28693
1,rest,smt,align_z_score,8.368625542950195,0.6714434300605743,28693
2,rest,smt,align_recenter,7.8597558509153895,0.7172009501440749,28693
3,rest,smt,align_recenter_rescale,7.913837722232759,0.7161738885055007,28693
4,rest,smt,align_procrustes_paired,5.182892665433712,0.8498119721845764,28693
5,rest,smt,dummy,15.765440251572327,0.0,28693
0,rest,smt,no_alignment,8.552657941299028,0.6769853222094392,71932
1,rest,smt,align_z_score,7.9940477901927265,0.7052839089279164,71932
2,rest,smt,align_recenter,7.640149309371985,0.7307654021325798,71932
3,rest,smt,align_recenter_rescale,7.684922530730406,0.7252903460142959,71932
4,rest,smt,align_procrustes_paired,5.130630903558916,0.8553530082731131,71932
5,rest,smt,dummy,15.632185534591194,0.0,71932
0,rest,smt,no_alignment,7.7547388651275195,0.7341095332282307,93016
1,rest,smt,align_z_score,8.4610985166446,0.6861169266473756,93016
2,rest,smt,align_recenter,7.902967119407406,0.7269744084122574,93016
3,rest,smt,align_recenter_rescale,7.973365706356734,0.7247188211961215,93016
4,rest,smt,align_procrustes_paired,4.756899684917314,0.8672918664277771,93016
5,rest,smt,dummy,16.007924528301885,0.0,93016
0,rest,smt,no_alignment,8.121392841162095,0.7125512134315171,25658
1,rest,smt,align_z_score,8.795705709706821,0.6493061822800076,25658
2,rest,smt,align_recenter,7.996583422183116,0.712313572443334,25658
3,rest,smt,align_recenter_rescale,7.981533665495039,0.7166777389702875,25658
4,rest,smt,align_procrustes_paired,5.063223713911542,0.8735158937264178,25658
5,rest,smt,dummy,15.930204402515724,0.0,25658
0,rest,smt,no_alignment,8.344303031642024,0.6969159058096606,84478
1,rest,smt,align_z_score,9.057496622900564,0.6366668053546347,84478
2,rest,smt,align_recenter,8.331685600760927,0.7015105409768667,84478
3,rest,smt,align_recenter_rescale,8.393769574928518,0.6985185283956736,84478
4,rest,smt,align_procrustes_paired,4.935804483796199,0.8871983219495997,84478
5,rest,smt,dummy,15.951509433962263,0.0,84478
0,rest,smt,no_alignment,9.033297460573655,0.6096802808673143,18431
1,rest,smt,align_z_score,8.334796800115145,0.6890705218286695,18431
2,rest,smt,align_recenter,7.652563059619627,0.7218964875156624,18431
3,rest,smt,align_recenter_rescale,7.647427046227744,0.7259500863300983,18431
4,rest,smt,align_procrustes_paired,4.77939813928389,0.86082182566221,18431
5,rest,smt,dummy,15.54256289308176,0.0,18431
0,rest,smt,no_alignment,8.840034601655738,0.661359979547429,2747
1,rest,smt,align_z_score,8.67370330115807,0.6517339028806417,2747
2,rest,smt,align_recenter,7.955396917697798,0.7178833120475547,2747
3,rest,smt,align_recenter_rescale,8.050967616459042,0.7124127931124192,2747
4,rest,smt,align_procrustes_paired,5.1904500772877755,0.8428974739077347,2747
5,rest,smt,dummy,15.793301886792454,0.0,2747
0,rest,smt,no_alignment,8.338813555988953,0.6973787913055347,59150
1,rest,smt,align_z_score,8.97530248040385,0.6451528603538816,59150
2,rest,smt,align_recenter,7.899711269633663,0.7256522034135223,59150
3,rest,smt,align_recenter_rescale,8.107981116190256,0.7176747280698615,59150
4,rest,smt,align_procrustes_paired,5.121605591931476,0.8751008926068076,59150
5,rest,smt,dummy,15.765330188679245,0.0,59150
0,rest,smt,no_alignment,7.952564609019663,0.7134029823565984,65725
1,rest,smt,align_z_score,8.250817155164901,0.6958475865561835,65725
2,rest,smt,align_recenter,7.882238302061641,0.7126614256100504,65725
3,rest,smt,align_recenter_rescale,7.8572317969292,0.7127868940033589,65725
4,rest,smt,align_procrustes_paired,4.66840970165243,0.8899806687013438,65725
5,rest,smt,dummy,15.688726415094338,0.0,65725
0,rest,smt,no_alignment,7.897807393785253,0.7174374274133447,84654
1,rest,smt,align_z_score,8.123864896477809,0.6962795788329316,84654
2,rest,smt,align_recenter,7.529215323188062,0.7399827549625162,84654
3,rest,smt,align_recenter_rescale,7.7982321075862355,0.7230358064485298,84654
4,rest,smt,align_procrustes_paired,4.890629078298208,0.8779819786437781,84654
5,rest,smt,dummy,15.789842767295598,0.0,84654
0,rest,smt,no_alignment,8.555388796640353,0.6684456222952063,35773
1,rest,smt,align_z_score,8.059393906294552,0.7073370473210965,35773
2,rest,smt,align_recenter,7.779402704722999,0.7268041089908455,35773
3,rest,smt,align_recenter_rescale,7.830264784571551,0.7235655298899728,35773
4,rest,smt,align_procrustes_paired,4.384225963691932,0.9060053136792574,35773
5,rest,smt,dummy,15.75751572327044,0.0,35773
0,rest,smt,no_alignment,9.112485944635846,0.6190044170513116,67435
1,rest,smt,align_z_score,8.307221785195548,0.696462008734047,67435
2,rest,smt,align_recenter,7.641179418842538,0.7370228335180824,67435
3,rest,smt,align_recenter_rescale,7.552810250791387,0.7467921025110087,67435
4,rest,smt,align_procrustes_paired,4.854825132209123,0.8732014564634336,67435
5,rest,smt,dummy,15.8962106918239,0.0,67435
0,rest,smt,no_alignment,8.03005897168273,0.7003562710720512,56886
1,rest,smt,align_z_score,8.904962743067106,0.6375136659519978,56886
2,rest,smt,align_recenter,7.761724564775916,0.7123970405727718,56886
3,rest,smt,align_recenter_rescale,7.982447589225797,0.7079731522306159,56886
4,rest,smt,align_procrustes_paired,5.435128351977327,0.7738775224334469,56886
