,task_source,task_target,method,mae,r2,random_state
5,rest,smt,dummy,15.79003144654088,0.0,56886
0,rest,smt,no_alignment,8.379545533565947,0.6971679751405637,66803
1,rest,smt,align_z_score,8.713119405667877,0.6646530450747768,66803
2,rest,smt,align_recenter,7.935524029138837,0.7201151737043867,66803
3,rest,smt,align_recenter_rescale,8.139199676656286,0.7123258534824113,66803
4,rest,smt,align_procrustes_paired,5.411120899972715,0.837255779502281,66803
5,rest,smt,dummy,15.982971698113207,0.0,66803
0,rest,smt,no_alignment,8.003043265513982,0.7039824235813812,31551
1,rest,smt,align_z_score,8.360321849738451,0.6691667155534463,31551
2,rest,smt,align_recenter,7.693726784253526,0.7236178988773456,31551
3,rest,smt,align_recenter_rescale,7.888578343991227,0.7153670396724421,31551
4,rest,smt,align_procrustes_paired,5.104785665136699,0.8687445067077805,31551
5,rest,smt,dummy,15.56875786163522,0.0,31551
0,rest,smt,no_alignment,8.770058729714812,0.6475228801363512,11394
1,rest,smt,align_z_score,9.317848291757958,0.6076110569727793,11394
2,rest,smt,align_recenter,8.413527912026721,0.6751233590089456,11394
3,rest,smt,align_recenter_rescale,8.457424688693935,0.6734093539248889,11394
4,rest,smt,align_procrustes_paired,5.313310680009464,0.8549261937460936,11394
5,rest,smt,dummy,15.687971698113206,0.0,11394
0,rest,smt,no_alignment,8.242563755948519,0.7082451946179003,69092
1,rest,smt,align_z_score,8.844230929222269,0.6639627114060037,69092
2,rest,smt,align_recenter,7.957553571877446,0.7247769363410277,69092
3,rest,smt,align_recenter_rescale,8.035901461682865,0.723301470182325,69092
4,rest,smt,align_procrustes_paired,5.237927891266194,0.8301147405079451,69092
5,rest,smt,dummy,15.924874213836476,0.0,69092
0,rest,smt,no_alignment,8.413158550880732,0.6812471965858028,3890
1,rest,smt,align_z_score,8.489351566926683,0.6722058087274461,3890
2,rest,smt,align_recenter,7.853837433426735,0.7231653282439569,3890
3,rest,smt,align_recenter_rescale,7.858915515324286,0.7234451227327262,3890
4,rest,smt,align_procrustes_paired,4.615779894118983,0.9017384782087505,3890
5,rest,smt,dummy,15.687374213836478,0.0,3890
0,rest,smt,no_alignment,8.042934806905432,0.7091998099176611,41606
1,rest,smt,align_z_score,8.78635932225457,0.6381214376482848,41606
2,rest,smt,align_recenter,8.181200331080564,0.7047270235455734,41606
3,rest,smt,align_recenter_rescale,8.195999611577912,0.704346479141865,41606
4,rest,smt,align_procrustes_paired,5.832297969637299,0.7611503788643705,41606
5,rest,smt,dummy,15.851006289308176,0.0,41606
0,rest,smt,no_alignment,8.368654063413036,0.6820169716945628,96276
1,rest,smt,align_z_score,8.587827997692767,0.6757484441180227,96276
2,rest,smt,align_recenter,7.746176277693234,0.7238094623292235,96276
3,rest,smt,align_recenter_rescale,7.755502360641189,0.726258778987604,96276
4,rest,smt,align_procrustes_paired,5.22996027241418,0.8747857756645347,96276
5,rest,smt,dummy,15.748632075471699,0.0,96276
0,rest,smt,no_alignment,8.861979871971128,0.6487682699240989,80038
1,rest,smt,align_z_score,8.24388268828048,0.6998561441661445,80038
2,rest,smt,align_recenter,7.9605570790685,0.7241401755741277,80038
3,rest,smt,align_recenter_rescale,8.081349409944583,0.7179595093368499,80038
4,rest,smt,align_procrustes_paired,5.363781571460573,0.7957671858463427,80038
5,rest,smt,dummy,15.812075471698115,0.0,80038
0,rest,smt,no_alignment,7.975344134278223,0.7140908630794511,87313
1,rest,smt,align_z_score,8.033417487378934,0.7045991937484132,87313
2,rest,smt,align_recenter,7.666090276237419,0.730787616738676,87313
3,rest,smt,align_recenter_rescale,7.558317719586024,0.739711210052359,87313
4,rest,smt,align_procrustes_paired,4.853021371766155,0.8858927159640002,87313
5,rest,smt,dummy,15.779889937106919,0.0,87313
0,rest,smt,no_alignment,7.920379215208031,0.7197416252483837,10627
1,rest,smt,align_z_score,8.027932184434574,0.7034926696812476,10627
2,rest,smt,align_recenter,7.440629277652378,0.7429735872065775,10627
3,rest,smt,align_recenter_rescale,7.630734293086034,0.732287043550275,10627
4,rest,smt,align_procrustes_paired,4.914011943123002,0.8792649205777103,10627
5,rest,smt,dummy,15.720801886792453,0.0,10627
0,rest,smt,no_alignment,8.991843157368304,0.6593288805724795,8792
1,rest,smt,align_z_score,8.606096231483109,0.672679872311546,8792
2,rest,smt,align_recenter,8.00188543745528,0.7235902910514105,8792
3,rest,smt,align_recenter_rescale,8.177386956783634,0.7114010858016588,8792
4,rest,smt,align_procrustes_paired,6.000058988658905,0.7635787752072903,8792
5,rest,smt,dummy,15.868977987421383,0.0,8792
0,rest,smt,no_alignment,8.145785134793497,0.7059519692274556,73969
1,rest,smt,align_z_score,8.28900697200003,0.670471854519674,73969
2,rest,smt,align_recenter,7.728838907525651,0.7156658264681266,73969
3,rest,smt,align_recenter_rescale,7.824017759477488,0.7159912591130453,73969
4,rest,smt,align_procrustes_paired,4.952368753837528,0.8817546724030426,73969
5,rest,smt,dummy,15.657940251572327,0.0,73969
0,rest,smt,no_alignment,8.36807918135853,0.6885467018183811,43001
1,rest,smt,align_z_score,7.818522434475748,0.7130964795924202,43001
2,rest,smt,align_recenter,7.4143209427909555,0.7393893496503722,43001
3,rest,smt,align_recenter_rescale,7.318583157034826,0.745066298655758,43001
4,rest,smt,align_procrustes_paired,5.008370688445416,0.8593500485117307,43001
5,rest,smt,dummy,15.535172955974842,0.0,43001
0,rest,smt,no_alignment,8.370180798759193,0.6923487146243429,76552
1,rest,smt,align_z_score,8.295151070934564,0.6897283416810172,76552
2,rest,smt,align_recenter,7.979346682260951,0.7157896691049077,76552
3,rest,smt,align_recenter_rescale,7.982867390362993,0.7149000508252398,76552
4,rest,smt,align_procrustes_paired,4.629742498694883,0.8977244859310283,76552
5,rest,smt,dummy,15.654811320754716,0.0,76552
0,rest,smt,no_alignment,9.074462339460752,0.6311251308108852,23897
1,rest,smt,align_z_score,8.328991169353703,0.6781212576819663,23897
2,rest,smt,align_recenter,8.020886524689939,0.7018089372934746,23897
3,rest,smt,align_recenter_rescale,8.033948810080798,0.7017070157487724,23897
4,rest,smt,align_procrustes_paired,5.054547097220522,0.8477341294919376,23897
5,rest,smt,dummy,15.85311320754717,0.0,23897
0,rest,smt,no_alignment,7.94969307838683,0.7263323704596327,68148
1,rest,smt,align_z_score,8.38897355985077,0.6843325224293968,68148
2,rest,smt,align_recenter,7.7932106391523694,0.7301485055674901,68148
3,rest,smt,align_recenter_rescale,7.739392854936658,0.7348488098319184,68148
4,rest,smt,align_procrustes_paired,4.620819581805695,0.8973045607175609,68148
5,rest,smt,dummy,15.799528301886792,0.0,68148
0,rest,smt,no_alignment,8.510909469575362,0.6895269643036359,23483
1,rest,smt,align_z_score,8.928347570074829,0.6601461811314935,23483
2,rest,smt,align_recenter,7.99326970211876,0.7289613728922992,23483
3,rest,smt,align_recenter_rescale,8.022510062981238,0.7257089228277385,23483
4,rest,smt,align_procrustes_paired,4.834452533239203,0.877657955578577,23483
5,rest,smt,dummy,15.73616352201258,0.0,23483
0,rest,smt,no_alignment,8.32948526209413,0.6893438786144501,48555
1,rest,smt,align_z_score,9.044302496794476,0.6355410681128162,48555
2,rest,smt,align_recenter,8.207497230468869,0.7002337300119756,48555
3,rest,smt,align_recenter_rescale,8.170609532134028,0.7037509910182451,48555
4,rest,smt,align_procrustes_paired,5.258573734706694,0.8391471465510658,48555
5,rest,smt,dummy,15.779842767295596,0.0,48555
0,rest,smt,no_alignment,8.445983430819354,0.683751417430597,17159
1,rest,smt,align_z_score,8.467824714575276,0.6790916273970682,17159
2,rest,smt,align_recenter,8.132467279191221,0.7046546509511418,17159
3,rest,smt,align_recenter_rescale,8.371916545681653,0.6936597850399762,17159
4,rest,smt,align_procrustes_paired,5.29197696773282,0.8605492252456495,17159
5,rest,smt,dummy,15.721147798742138,0.0,17159
0,rest,smt,no_alignment,8.34390852485752,0.6957884513488075,80077
1,rest,smt,align_z_score,8.283336807583275,0.7010246831847671,80077
2,rest,smt,align_recenter,8.01132579381847,0.7201644642825695,80077
3,rest,smt,align_recenter_rescale,8.094399373347603,0.7153106975200184,80077
4,rest,smt,align_procrustes_paired,4.862054741677182,0.8792224204810554,80077
5,rest,smt,dummy,15.84124213836478,0.0,80077
0,rest,smt,no_alignment,8.378092029883975,0.6843495495790087,35920
1,rest,smt,align_z_score,8.230405666600404,0.6553818015307962,35920
2,rest,smt,align_recenter,7.741085310179771,0.7072600654046239,35920
3,rest,smt,align_recenter_rescale,8.05019545067286,0.6926691862505803,35920
4,rest,smt,align_procrustes_paired,4.992707637762316,0.8703362990388639,35920
5,rest,smt,dummy,15.798537735849058,0.0,35920
0,rest,smt,no_alignment,8.595044122097994,0.6752989950050639,92067
1,rest,smt,align_z_score,9.036190643025165,0.6423182780720116,92067
2,rest,smt,align_recenter,8.518432799328673,0.6818973053867555,92067
3,rest,smt,align_recenter_rescale,8.294939465413394,0.6956514943382024,92067
4,rest,smt,align_procrustes_paired,4.841958366833097,0.8856673693581186,92067
5,rest,smt,dummy,15.8800786163522,0.0,92067
0,rest,smt,no_alignment,8.17995028687068,0.7051258804454767,67121
1,rest,smt,align_z_score,8.706725452377569,0.6585787085830705,67121
2,rest,smt,align_recenter,8.286270446117497,0.7018278455738658,67121
3,rest,smt,align_recenter_rescale,8.119424057402112,0.7135965531434809,67121
4,rest,smt,align_procrustes_paired,5.020970723137326,0.8819466920628223,67121
5,rest,smt,dummy,15.729025157232703,0.0,67121
0,rest,smt,no_alignment,8.396183479083247,0.6911086569871561,69479
1,rest,smt,align_z_score,8.409997961092808,0.6609291560331341,69479
2,rest,smt,align_recenter,7.66177044630143,0.7304159948259585,69479
3,rest,smt,align_recenter_rescale,7.8195498145357085,0.7206970752727897,69479
4,rest,smt,align_procrustes_paired,4.951090892968289,0.875559081331655,69479
5,rest,smt,dummy,15.631132075471697,0.0,69479
0,rest,smt,no_alignment,8.815613504523716,0.6489057123247224,89475
1,rest,smt,align_z_score,9.123335840295281,0.6300435926583466,89475
2,rest,smt,align_recenter,8.217109423215376,0.6915546547694384,89475
3,rest,smt,align_recenter_rescale,8.466117057368228,0.6743808337821111,89475
4,rest,smt,align_procrustes_paired,5.702275150846607,0.7800618904726813,89475
5,rest,smt,dummy,15.958490566037733,0.0,89475
0,rest,smt,no_alignment,8.783726612942163,0.646745308375948,19457
1,rest,smt,align_z_score,8.84228723891127,0.6477595036264088,19457
2,rest,smt,align_recenter,8.212248355918332,0.6891553921258211,19457
3,rest,smt,align_recenter_rescale,8.244462493008959,0.6901896398557474,19457
4,rest,smt,align_procrustes_paired,5.190584350487628,0.8697513694591084,19457
5,rest,smt,dummy,15.748883647798744,0.0,19457
0,rest,smt,no_alignment,7.785142537956776,0.7298607882908076,66557
1,rest,smt,align_z_score,8.363427795177527,0.6809746944128303,66557
2,rest,smt,align_recenter,7.55492084728259,0.7412628863362005,66557
3,rest,smt,align_recenter_rescale,7.855714216291261,0.7260704647088689,66557
4,rest,smt,align_procrustes_paired,5.5340090193854214,0.8370247663664238,66557
5,rest,smt,dummy,15.753443396226416,0.0,66557
0,rest,smt,no_alignment,8.699518479017962,0.672715973042825,77189
1,rest,smt,align_z_score,8.665131730673773,0.6672118873627038,77189
2,rest,smt,align_recenter,8.569941895873441,0.6808888715365433,77189
3,rest,smt,align_recenter_rescale,8.436667888491169,0.6928503310731751,77189
4,rest,smt,align_procrustes_paired,4.978833348042625,0.8832846825389167,77189
5,rest,smt,dummy,15.81875786163522,0.0,77189
0,rest,smt,no_alignment,7.938461180472409,0.7167433064107349,78953
1,rest,smt,align_z_score,8.015187790030009,0.6920711894840055,78953
2,rest,smt,align_recenter,7.622568263257834,0.7244281558449025,78953
3,rest,smt,align_recenter_rescale,7.685058893903335,0.720787444262873,78953
4,rest,smt,align_procrustes_paired,5.684066204672668,0.8020623623446219,78953
5,rest,smt,dummy,15.734355345911949,0.0,78953
0,rest,smt,no_alignment,8.498945646202477,0.6801056234977501,52995
1,rest,smt,align_z_score,8.038954390138324,0.6989185963934044,52995
2,rest,smt,align_recenter,7.786851167893827,0.7217783963406019,52995
3,rest,smt,align_recenter_rescale,7.8595752226697355,0.7210861006135127,52995
4,rest,smt,align_procrustes_paired,4.802012932657601,0.8665088100719789,52995
5,rest,smt,dummy,15.895283018867923,0.0,52995
0,rest,smt,no_alignment,8.802656558372277,0.6462654830692443,40757
1,rest,smt,align_z_score,8.114168657190627,0.7076919504527279,40757
2,rest,smt,align_recenter,7.853746619055352,0.7241531179877152,40757
3,rest,smt,align_recenter_rescale,8.075724572808927,0.7149184448069495,40757
4,rest,smt,align_procrustes_paired,5.119666688655174,0.8407819373765532,40757
5,rest,smt,dummy,15.686132075471699,0.0,40757
0,rest,smt,no_alignment,8.817578265330825,0.6461440361634916,9692
1,rest,smt,align_z_score,8.882700931255885,0.6507144175037722,9692
2,rest,smt,align_recenter,8.065942239524865,0.7069366777578153,9692
3,rest,smt,align_recenter_rescale,8.006163600235482,0.7128493287600823,9692
4,rest,smt,align_procrustes_paired,5.2452068737541095,0.874919691120142,9692
5,rest,smt,dummy,15.772201257861633,0.0,9692
0,rest,smt,no_alignment,8.570727390403162,0.6636989335738022,45758
1,rest,smt,align_z_score,9.080641900139781,0.6311911786028088,45758
2,rest,smt,align_recenter,8.236435155524932,0.6921369239114152,45758
3,rest,smt,align_recenter_rescale,8.34991343013782,0.6905924128999258,45758
4,rest,smt,align_procrustes_paired,6.01265680308323,0.732755087003172,45758
5,rest,smt,dummy,15.853474842767298,0.0,45758
0,rest,smt,no_alignment,7.924210797716323,0.7130792361092746,72409
1,rest,smt,align_z_score,8.484774075451591,0.6683835283907806,72409
2,rest,smt,align_recenter,7.77350138549164,0.7199084646939911,72409
3,rest,smt,align_recenter_rescale,7.955123562423489,0.7096528909502187,72409
4,rest,smt,align_procrustes_paired,5.233843792774981,0.8327200553851768,72409
5,rest,smt,dummy,15.776603773584906,0.0,72409
0,rest,smt,no_alignment,7.789196486619034,0.7233564777733079,71211
1,rest,smt,align_z_score,8.339449112164111,0.6758531527021434,71211
2,rest,smt,align_recenter,7.70467394181793,0.7270966777633993,71211
3,rest,smt,align_recenter_rescale,7.705612186668574,0.7269151355992166,71211
4,rest,smt,align_procrustes_paired,5.056459600275304,0.8588170693132572,71211
5,rest,smt,dummy,15.814465408805031,0.0,71211
0,rest,smt,no_alignment,8.284825852349949,0.6869767601766175,65697
1,rest,smt,align_z_score,9.183601838206776,0.6189760828198299,65697
2,rest,smt,align_recenter,8.131733256823425,0.7053408581901293,65697
3,rest,smt,align_recenter_rescale,8.272234257693496,0.6993280007384136,65697
4,rest,smt,align_procrustes_paired,4.955271329540828,0.8745412720597816,65697
5,rest,smt,dummy,15.696525157232706,0.0,65697
0,rest,smt,no_alignment,8.94594290133949,0.6508032451477349,37065
1,rest,smt,align_z_score,8.596438670522407,0.6629704351338173,37065
2,rest,smt,align_recenter,8.18297789396105,0.6931191715391994,37065
3,rest,smt,align_recenter_rescale,8.265696823782319,0.6921174699410165,37065
4,rest,smt,align_procrustes_paired,5.099402803882249,0.857985113739034,37065
5,rest,smt,dummy,15.82544025157233,0.0,37065
0,rest,smt,no_alignment,8.174044793192884,0.6937707333599175,92093
1,rest,smt,align_z_score,8.487903512522491,0.6631891715509242,92093
2,rest,smt,align_recenter,7.811586113001863,0.7075402849257999,92093
3,rest,smt,align_recenter_rescale,7.854990713210681,0.7104376227932208,92093
4,rest,smt,align_procrustes_paired,5.262203828778566,0.8780604727523876,92093
5,rest,smt,dummy,16.017798742138364,0.0,92093
0,rest,smt,no_alignment,9.190754071054068,0.6226227050265267,99299
1,rest,smt,align_z_score,9.044689542418654,0.6288672302407383,99299
2,rest,smt,align_recenter,8.15838233535214,0.6945913060232709,99299
3,rest,smt,align_recenter_rescale,8.36722519765139,0.6840197713085332,99299
4,rest,smt,align_procrustes_paired,5.2989557420746385,0.8556683502780318,99299
5,rest,smt,dummy,15.582232704402514,0.0,99299
0,rest,smt,no_alignment,8.651979225942048,0.6830610375595901,32606
1,rest,smt,align_z_score,8.715515432819734,0.6482628047531813,32606
2,rest,smt,align_recenter,8.2151939588676,0.7032238451943943,32606
3,rest,smt,align_recenter_rescale,8.294579789814595,0.6967952204118588,32606
4,rest,smt,align_procrustes_paired,5.815659797764353,0.8013047239217118,32606
5,rest,smt,dummy,15.922798742138367,0.0,32606
0,rest,smt,no_alignment,8.395760994365421,0.6735607305593871,11534
1,rest,smt,align_z_score,8.004105075838295,0.7046040447879547,11534
2,rest,smt,align_recenter,7.712474660879381,0.7230438785650659,11534
3,rest,smt,align_recenter_rescale,7.732450461703124,0.7184183916242266,11534
4,rest,smt,align_procrustes_paired,5.288855764744255,0.8232461432227112,11534
5,rest,smt,dummy,15.707012578616352,0.0,11534
0,rest,smt,no_alignment,8.207379383049545,0.7042910037848549,94663
1,rest,smt,align_z_score,8.367501112898246,0.6944665682375988,94663
2,rest,smt,align_recenter,7.802255806915203,0.7275046818446833,94663
3,rest,smt,align_recenter_rescale,7.733524199290116,0.7313445972125989,94663
4,rest,smt,align_procrustes_paired,4.9150395027417995,0.8822524003299642,94663
5,rest,smt,dummy,15.878647798742138,0.0,94663
0,rest,smt,no_alignment,8.409451547115331,0.682620487298023,40397
1,rest,smt,align_z_score,9.05316150573726,0.613878945512712,40397
2,rest,smt,align_recenter,8.434666059677962,0.6761378520791719,40397
3,rest,smt,align_recenter_rescale,8.365901585369054,0.6829207138532507,40397
4,rest,smt,align_procrustes_paired,5.120517570903765,0.8682115282296373,40397
5,rest,smt,dummy,15.711273584905658,0.0,40397
0,rest,smt,no_alignment,8.889367445232658,0.6523853113697522,91387
1,rest,smt,align_z_score,8.5356238776203,0.679741149302741,91387
2,rest,smt,align_recenter,8.019746734436204,0.7074643234825015,91387
3,rest,smt,align_recenter_rescale,8.145463093278794,0.6998719042125912,91387
4,rest,smt,align_procrustes_paired,5.5960506312550375,0.766901911647548,91387
5,rest,smt,dummy,15.969779874213835,0.0,91387
0,rest,smt,no_alignment,8.410856447520004,0.6892115578567536,1016
1,rest,smt,align_z_score,8.971524660558616,0.6402115487699241,1016
2,rest,smt,align_recenter,8.383805178214535,0.6842872515725569,1016
3,rest,smt,align_recenter_rescale,8.241619866220768,0.6970818374741967,1016
4,rest,smt,align_procrustes_paired,5.119491579756911,0.883437737003845,1016
5,rest,smt,dummy,15.799402515723271,0.0,1016
0,rest,smt,no_alignment,9.192145046577531,0.6314662839777938,89789
1,rest,smt,align_z_score,8.907654661152026,0.6324662991922743,89789
2,rest,smt,align_recenter,8.214180961349737,0.6988491574916378,89789
3,rest,smt,align_recenter_rescale,8.43307222513194,0.6862123339769649,89789
4,rest,smt,align_procrustes_paired,5.759810019128804,0.8021830358848498,89789
5,rest,smt,dummy,15.796918238993712,0.0,89789
0,rest,smt,no_alignment,7.648560521293456,0.7332056982959108,55591
1,rest,smt,align_z_score,8.399315042965595,0.6712785284229351,55591
2,rest,smt,align_recenter,7.537404961823795,0.7488566175771498,55591
3,rest,smt,align_recenter_rescale,7.836372017982657,0.7290088929108222,55591
4,rest,smt,align_procrustes_paired,5.18226915064671,0.802018725268286,55591
5,rest,smt,dummy,15.648663522012578,0.0,55591
0,rest,smt,no_alignment,7.606657237099191,0.749895935390783,89812
1,rest,smt,align_z_score,8.694556099259309,0.660193845773041,89812
2,rest,smt,align_recenter,7.773622438703515,0.734069443616572,89812
3,rest,smt,align_recenter_rescale,7.85947774642458,0.7323880494888264,89812
4,rest,smt,align_procrustes_paired,5.334460401217028,0.839022039071501,89812
5,rest,smt,dummy,15.861619496855345,0.0,89812
0,rest,smt,no_alignment,8.757426079437264,0.6549823288956831,23247
1,rest,smt,align_z_score,9.386858077349688,0.6014804883421443,23247
2,rest,smt,align_recenter,8.304513741797367,0.6841550731328372,23247
3,rest,smt,align_recenter_rescale,8.372118559902678,0.6797739998798058,23247
4,rest,smt,align_procrustes_paired,5.054649071945063,0.8780657422320299,23247
5,rest,smt,dummy,15.788333333333336,0.0,23247
0,rest,smt,no_alignment,7.9518807927796855,0.7142634161820363,24300
1,rest,smt,align_z_score,8.67925703995224,0.6494327689358528,24300
2,rest,smt,align_recenter,7.966627688851749,0.7184596040118714,24300
3,rest,smt,align_recenter_rescale,8.082879460721161,0.7136731057551787,24300
4,rest,smt,align_procrustes_paired,4.94888672610664,0.8819824231630604,24300
5,rest,smt,dummy,15.717987421383647,0.0,24300
0,rest,smt,no_alignment,8.334585683156602,0.7026110125161766,74065
1,rest,smt,align_z_score,8.888721288779125,0.6420882030878914,74065
2,rest,smt,align_recenter,8.263583475482093,0.7045470572856081,74065
3,rest,smt,align_recenter_rescale,8.075328229403043,0.7176637497981879,74065
4,rest,smt,align_procrustes_paired,4.896860680229995,0.8605548893976127,74065
5,rest,smt,dummy,15.722672955974843,0.0,74065
0,rest,smt,no_alignment,8.00281725687486,0.7080335007936461,82798
1,rest,smt,align_z_score,8.554761338497928,0.6731651826529987,82798
2,rest,smt,align_recenter,8.056542550352974,0.703591894476104,82798
3,rest,smt,align_recenter_rescale,8.229694980438197,0.6970218173320316,82798
4,rest,smt,align_procrustes_paired,5.646082297141243,0.8121628434592753,82798
5,rest,smt,dummy,15.815471698113207,0.0,82798
0,rest,smt,no_alignment,9.401739636061807,0.6136113509735619,9268
1,rest,smt,align_z_score,8.519210749814905,0.6778127635301303,9268
2,rest,smt,align_recenter,8.012442230144098,0.7113276822324298,9268
3,rest,smt,align_recenter_rescale,8.07490871154201,0.7074000640045132,9268
4,rest,smt,align_procrustes_paired,5.219868237894011,0.8594524550630798,9268
5,rest,smt,dummy,15.74798742138365,0.0,9268
0,rest,smt,no_alignment,8.348375751787277,0.6848505671241892,86807
1,rest,smt,align_z_score,9.145157126003907,0.6218803240707398,86807
2,rest,smt,align_recenter,8.396501278100825,0.6808287676091392,86807
3,rest,smt,align_recenter_rescale,8.290389437985468,0.6884810620869699,86807
4,rest,smt,align_procrustes_paired,4.663795526873605,0.8943824672023634,86807
5,rest,smt,dummy,15.62691823899371,0.0,86807
0,rest,smt,no_alignment,7.787792535837868,0.7310234674961567,12185
1,rest,smt,align_z_score,8.798914948068843,0.6382741136048871,12185
2,rest,smt,align_recenter,7.391157068281688,0.7525926224648448,12185
3,rest,smt,align_recenter_rescale,7.618066099294246,0.7435872284591702,12185
4,rest,smt,align_procrustes_paired,5.64031524772908,0.7990196166916463,12185
5,rest,smt,dummy,15.743301886792452,0.0,12185
0,rest,smt,no_alignment,8.165666284380759,0.7115260735769218,63704
1,rest,smt,align_z_score,8.560615015577493,0.6782289372111403,63704
2,rest,smt,align_recenter,8.20149854807773,0.7054284110888155,63704
3,rest,smt,align_recenter_rescale,8.356071064929582,0.701659386847005,63704
4,rest,smt,align_procrustes_paired,5.476094479446478,0.855110580312463,63704
5,rest,smt,dummy,15.97130503144654,0.0,63704
0,rest,smt,no_alignment,8.145180247887708,0.7085666962980417,86779
1,rest,smt,align_z_score,8.73772252769817,0.6646106279606934,86779
2,rest,smt,align_recenter,7.812244442115692,0.7299623913615474,86779
3,rest,smt,align_recenter_rescale,7.979461181181222,0.722665952963418,86779
4,rest,smt,align_procrustes_paired,4.710167452793801,0.8950014054468343,86779
5,rest,smt,dummy,15.817924528301885,0.0,86779
0,rest,smt,no_alignment,7.99387508507625,0.7082218882790858,39099
1,rest,smt,align_z_score,8.289281237753816,0.6753694621657285,39099
2,rest,smt,align_recenter,7.507013271120577,0.7429497770989402,39099
3,rest,smt,align_recenter_rescale,7.7224288576436155,0.7283108134730105,39099
4,rest,smt,align_procrustes_paired,5.292175535686303,0.8531366205629056,39099
5,rest,smt,dummy,15.481556603773585,0.0,39099
0,rest,smt,no_alignment,8.4515437866284,0.6901606249123035,8571
1,rest,smt,align_z_score,8.677468231330762,0.675508998366996,8571
2,rest,smt,align_recenter,7.930001263985616,0.7298647102760918,8571
3,rest,smt,align_recenter_rescale,8.068860070808414,0.7214314873373249,8571
4,rest,smt,align_procrustes_paired,4.811495453625235,0.8845899293192906,8571
5,rest,smt,dummy,15.876084905660376,0.0,8571
0,rest,smt,no_alignment,8.423623422157586,0.6956484321834068,38044
1,rest,smt,align_z_score,9.098813271876224,0.6122671552554386,38044
2,rest,smt,align_recenter,8.031494299787488,0.7107294087257403,38044
3,rest,smt,align_recenter_rescale,8.019448721966553,0.7160458975911229,38044
4,rest,smt,align_procrustes_paired,5.078855140963961,0.8753734133801959,38044
5,rest,smt,dummy,15.60385220125786,0.0,38044
0,rest,smt,no_alignment,8.467157687590088,0.6770871045929461,51214
1,rest,smt,align_z_score,8.556609897136626,0.6687780881792953,51214
2,rest,smt,align_recenter,7.7247066335468215,0.7259332473220121,51214
3,rest,smt,align_recenter_rescale,7.897494747315985,0.7156898291750934,51214
4,rest,smt,align_procrustes_paired,5.34058610854087,0.8414908802141372,51214
5,rest,smt,dummy,15.849245283018869,0.0,51214
0,rest,smt,no_alignment,8.24702764908626,0.6968057587267755,61228
1,rest,smt,align_z_score,9.177450742463256,0.6168261648633997,61228
2,rest,smt,align_recenter,8.053443875893183,0.7089683386900711,61228
3,rest,smt,align_recenter_rescale,8.075794211295273,0.7085193606490263,61228
4,rest,smt,align_procrustes_paired,4.777054702181968,0.8843769488803952,61228
5,rest,smt,dummy,15.906698113207547,0.0,61228
0,rest,smt,no_alignment,8.412824188590085,0.671217511039677,48984
1,rest,smt,align_z_score,8.450347688136464,0.6749843344165383,48984
2,rest,smt,align_recenter,7.890325033448898,0.7085678613978417,48984
3,rest,smt,align_recenter_rescale,7.856299197193914,0.7125883846069705,48984
4,rest,smt,align_procrustes_paired,4.569637847071596,0.8955237791634104,48984
5,rest,smt,dummy,15.543128930817607,0.0,48984
0,rest,smt,no_alignment,8.426149195437695,0.6839783415511067,40774
1,rest,smt,align_z_score,8.6810375518162,0.6538678219143901,40774
2,rest,smt,align_recenter,7.972917340210109,0.7160214062343995,40774
3,rest,smt,align_recenter_rescale,8.136283118146231,0.7046282865415343,40774
4,rest,smt,align_procrustes_paired,4.940492040733643,0.8770948429411771,40774
5,rest,smt,dummy,15.763333333333332,0.0,40774
0,passive,smt,no_alignment,5.134830804576503,0.8735288355414575,15795
1,passive,smt,align_z_score,5.157329479903214,0.8756592531687641,15795
2,passive,smt,align_recenter,4.8556932772131445,0.8918190408760824,15795
3,passive,smt,align_recenter_rescale,5.06499319770516,0.8841212550247886,15795
4,passive,smt,align_procrustes_paired,3.387532183832872,0.9483416553245265,15795
5,passive,smt,dummy,15.880583596214512,0.0,15795
0,passive,smt,no_alignment,4.0720511695791215,0.9194780811531971,860
1,passive,smt,align_z_score,4.291277434266695,0.9112603325111658,860
2,passive,smt,align_recenter,4.171150468310567,0.9169893866574519,860
3,passive,smt,align_recenter_rescale,4.259583251675375,0.9133219735965745,860
4,passive,smt,align_procrustes_paired,3.6804616360231845,0.9309989882415474,860
5,passive,smt,dummy,15.828280757097794,0.0,860
0,passive,smt,no_alignment,4.278573087927681,0.9057233690802206,76820
1,passive,smt,align_z_score,4.354344882736819,0.9052407312320168,76820
2,passive,smt,align_recenter,4.22619449663298,0.9102343527518895,76820
3,passive,smt,align_recenter_rescale,4.254529681031489,0.9097734536298615,76820
4,passive,smt,align_procrustes_paired,3.0311673570712467,0.9551294005929927,76820
5,passive,smt,dummy,15.821719242902207,0.0,76820
0,passive,smt,no_alignment,4.217402368655515,0.9131642255012148,54886
1,passive,smt,align_z_score,4.4270025459229485,0.903277853512865,54886
2,passive,smt,align_recenter,4.2809502130581745,0.9113335463432726,54886
3,passive,smt,align_recenter_rescale,4.395622362219287,0.9080406891776275,54886
4,passive,smt,align_procrustes_paired,2.9041417079460845,0.959186913482947,54886
5,passive,smt,dummy,15.595867507886437,0.0,54886
0,passive,smt,no_alignment,4.443798493756505,0.8995754310047888,6265
