,scenario,parameter,method,mae,r2,random_state
36,Rescale,1.75,align_z_score,1.3742637366177874,-0.687253921026945,2558
37,Rescale,1.75,align_recenter,0.7500731890650875,0.4387175430945084,2558
38,Rescale,1.75,align_recenter_rescale,0.0013403292066297865,0.9999982729006087,2558
39,Rescale,1.75,align_procrustes_paired,0.00033053025523357255,0.9999998911194473,2558
40,Rescale,1.75,align_procrustes,0.0033266255256231576,0.999988962594232,2558
41,Rescale,1.75,dummy,1.0,0.0,2558
42,Rescale,2.0,no_alignment,1.9565146395281896,-2.2114997379364105,2558
43,Rescale,2.0,align_z_score,1.9006932429500263,-2.183678398950316,2558
44,Rescale,2.0,align_recenter,1.000090318292975,0.0021407033989099267,2558
45,Rescale,2.0,align_recenter_rescale,0.0017471496740255636,0.9999970459510976,2558
46,Rescale,2.0,align_procrustes_paired,0.00033053025524020863,0.9999998911194473,2558
47,Rescale,2.0,align_procrustes,0.0033266255256321456,0.999988962594232,2558
48,Rescale,2.0,dummy,1.0,0.0,2558
0,Rescale,0.5,no_alignment,0.9947205904321607,0.15638292562099398,7849
1,Rescale,0.5,align_z_score,0.7492510458473485,0.4466264864027676,7849
2,Rescale,0.5,align_recenter,0.5025280981779616,0.7498612357673815,7849
3,Rescale,0.5,align_recenter_rescale,0.0008269967294728057,0.9999993497217284,7849
4,Rescale,0.5,align_procrustes_paired,0.00030516719175635804,0.9999999079839332,7849
5,Rescale,0.5,align_procrustes,0.003338133873205909,0.9999889625942318,7849
6,Rescale,0.5,dummy,1.0,0.0,7849
7,Rescale,0.75,no_alignment,0.497390481474409,0.7890228123996557,7849
8,Rescale,0.75,align_z_score,0.4087946539106691,0.8396210841353393,7849
9,Rescale,0.75,align_recenter,0.25140576504656764,0.9373948631646088,7849
10,Rescale,0.75,align_recenter_rescale,0.00048656903550366534,0.9999997707178813,7849
11,Rescale,0.75,align_procrustes_paired,0.0003051671917539483,0.9999999079839332,7849
12,Rescale,0.75,align_procrustes,0.0033381338732063532,0.9999889625942318,7849
13,Rescale,0.75,dummy,1.0,0.0,7849
14,Rescale,1.0,no_alignment,0.00030516719175559075,0.9999999079839332,7849
15,Rescale,1.0,align_z_score,0.09291332430356597,0.991247271018194,7849
16,Rescale,1.0,align_recenter,0.00030516719175548347,0.9999999079839332,7849
17,Rescale,1.0,align_recenter_rescale,0.00030516719175566453,0.9999999079839332,7849
18,Rescale,1.0,align_procrustes_paired,0.000305167191754904,0.9999999079839332,7849
19,Rescale,1.0,align_procrustes,0.003338133873205294,0.9999889625942318,7849
20,Rescale,1.0,dummy,1.0,0.0,7849
21,Rescale,1.25,no_alignment,0.4972697364410929,0.789314212373829,7849
22,Rescale,1.25,align_z_score,0.432333147956329,0.8236894002851702,7849
23,Rescale,1.25,align_recenter,0.25079968701519356,0.937694364385316,7849
24,Rescale,1.25,align_recenter_rescale,0.0004926738430992164,0.9999997599895187,7849
25,Rescale,1.25,align_procrustes_paired,0.0003051671917517418,0.9999999079839332,7849
26,Rescale,1.25,align_procrustes,0.0033381338732067045,0.9999889625942318,7849
27,Rescale,1.25,dummy,1.0,0.0,7849
28,Rescale,1.5,no_alignment,0.9945998453988436,0.15696572556934474,7849
29,Rescale,1.5,align_z_score,0.8852924138665595,0.27646107663322483,7849
30,Rescale,1.5,align_recenter,0.5018694512319772,0.7505088697857211,7849
31,Rescale,1.5,align_recenter_rescale,0.0008393092126074709,0.9999993246339103,7849
32,Rescale,1.5,align_procrustes_paired,0.0003051671917529416,0.9999999079839332,7849
33,Rescale,1.5,align_procrustes,0.0033381338732035356,0.9999889625942318,7849
34,Rescale,1.5,dummy,1.0,0.0,7849
35,Rescale,1.75,no_alignment,1.49192995435658,-0.8970455524294889,7849
36,Rescale,1.75,align_z_score,1.3692511856265146,-0.6990844737509365,7849
37,Rescale,1.75,align_recenter,0.7529084072430797,0.43848661052727855,7849
38,Rescale,1.75,align_recenter_rescale,0.0012079092241592145,0.9999985992540347,7849
39,Rescale,1.75,align_procrustes_paired,0.00030516719176386684,0.9999999079839331,7849
40,Rescale,1.75,align_procrustes,0.0033381338732143538,0.9999889625942318,7849
41,Rescale,1.75,dummy,1.0,0.0,7849
42,Rescale,2.0,no_alignment,1.9892600633143553,-2.3727196216228,7849
43,Rescale,2.0,align_z_score,1.8774651010216379,-2.1437264024116374,7849
44,Rescale,2.0,align_recenter,1.0039099841590653,0.0016832221551209559,7849
45,Rescale,2.0,align_recenter_rescale,0.0015848051304996676,0.9999975806328287,7849
46,Rescale,2.0,align_procrustes_paired,0.0003051671917409815,0.9999999079839332,7849
47,Rescale,2.0,align_procrustes,0.0033381338731642775,0.9999889625942318,7849
48,Rescale,2.0,dummy,1.0,0.0,7849
0,Rescale,0.5,no_alignment,0.5175975962387054,0.7330155339408035,2047
1,Rescale,0.5,align_z_score,0.4949050799219427,0.7560425414958634,2047
2,Rescale,0.5,align_recenter,0.5004581787602231,0.7495675432435674,2047
3,Rescale,0.5,align_recenter_rescale,0.0013127366385776939,0.9999983279858287,2047
4,Rescale,0.5,align_procrustes_paired,0.0003437413876876306,0.9999998797522037,2047
5,Rescale,0.5,align_procrustes,0.0033222591365864138,0.9999889625942319,2047
6,Rescale,0.5,dummy,1.0,0.0,2047
7,Rescale,0.75,no_alignment,0.2589601938180116,0.9331700323963041,2047
8,Rescale,0.75,align_z_score,0.24580616057194,0.9399229915201999,2047
9,Rescale,0.75,align_recenter,0.25045355444639195,0.9372805961014639,2047
10,Rescale,0.75,align_recenter_rescale,0.0007588555568512882,0.9999994380312441,2047
11,Rescale,0.75,align_procrustes_paired,0.0003437413876294168,0.9999998797522036,2047
12,Rescale,0.75,align_procrustes,0.0033222591365562396,0.9999889625942319,2047
13,Rescale,0.75,dummy,1.0,0.0,2047
14,Rescale,1.0,no_alignment,0.0003437413875629386,0.9999998797522037,2047
15,Rescale,1.0,align_z_score,0.04302388636508892,0.9982361696186395,2047
16,Rescale,1.0,align_recenter,0.00034374138755819387,0.9999998797522037,2047
17,Rescale,1.0,align_recenter_rescale,0.00034374138756244145,0.9999998797522037,2047
18,Rescale,1.0,align_procrustes_paired,0.0003437413875623998,0.9999998797522037,2047
19,Rescale,1.0,align_procrustes,0.003322259136772711,0.9999889625942319,2047
20,Rescale,1.0,dummy,1.0,0.0,2047
21,Rescale,1.25,no_alignment,0.25831461102320313,0.9335050760086093,2047
22,Rescale,1.25,align_z_score,0.23867269683770576,0.9442358815930388,2047
23,Rescale,1.25,align_recenter,0.2498953464590559,0.9375726494322003,2047
24,Rescale,1.25,align_recenter_rescale,0.0005121729729428909,0.999999736344685,2047
25,Rescale,1.25,align_procrustes_paired,0.0003437413877237897,0.9999998797522036,2047
26,Rescale,1.25,align_procrustes,0.0033222591367020504,0.9999889625942321,2047
27,Rescale,1.25,dummy,1.0,0.0,2047
28,Rescale,1.5,no_alignment,0.5169520134443982,0.7336856211649587,2047
29,Rescale,1.5,align_z_score,0.46456195429276653,0.7891897700954702,2047
30,Rescale,1.5,align_recenter,0.500188488450628,0.7498920967173401,2047
31,Rescale,1.5,align_recenter_rescale,0.0009608283336987265,0.9999990786233098,2047
32,Rescale,1.5,align_procrustes_paired,0.0003437413873869478,0.999999879752204,2047
33,Rescale,1.5,align_procrustes,0.0033222591365331127,0.9999889625942322,2047
34,Rescale,1.5,dummy,1.0,0.0,2047
35,Rescale,1.75,no_alignment,0.7755894158651764,0.4005415152221178,2047
36,Rescale,1.75,align_z_score,0.6861700939852167,0.540982078183105,2047
37,Rescale,1.75,align_recenter,0.7505267303625174,0.43689735802070895,2047
38,Rescale,1.75,align_recenter_rescale,0.0014266367383291387,0.9999979650007853,2047
39,Rescale,1.75,align_procrustes_paired,0.0003437413875128876,0.9999998797522037,2047
40,Rescale,1.75,align_procrustes,0.0033222591351594237,0.9999889625942332,2047
41,Rescale,1.75,dummy,1.0,0.0,2047
42,Rescale,2.0,no_alignment,1.0342268182856755,-0.06592724182274079,2047
43,Rescale,2.0,align_z_score,0.9036982088949163,0.2046285936412119,2047
44,Rescale,2.0,align_recenter,1.000884645193033,-0.0014265804578181829,2047
45,Rescale,2.0,align_recenter_rescale,0.0018821545260204852,0.9999964415274029,2047
46,Rescale,2.0,align_procrustes_paired,0.0003437413881180614,0.9999998797522038,2047
47,Rescale,2.0,align_procrustes,0.003322259139776486,0.9999889625942325,2047
48,Rescale,2.0,dummy,1.0,0.0,2047
0,Rescale,0.5,no_alignment,0.5087081981705833,0.7459375040332235,2747
1,Rescale,0.5,align_z_score,0.49689855551925427,0.7566554425009389,2747
2,Rescale,0.5,align_recenter,0.5010173291090065,0.7495378633596506,2747
3,Rescale,0.5,align_recenter_rescale,0.0016310771652136055,0.9999973818996674,2747
4,Rescale,0.5,align_procrustes_paired,0.0003392887254884921,0.9999998839184846,2747
5,Rescale,0.5,align_procrustes,0.003325918417105288,0.9999889625942319,2747
6,Rescale,0.5,dummy,1.0,0.0,2747
7,Rescale,0.75,no_alignment,0.25451752679436823,0.9364016828773054,2747
8,Rescale,0.75,align_z_score,0.2478823895379769,0.9397393049245254,2747
9,Rescale,0.75,align_recenter,0.2507275206379636,0.9372741923010204,2747
10,Rescale,0.75,align_recenter_rescale,0.0009129975469678903,0.9999991897939455,2747
11,Rescale,0.75,align_procrustes_paired,0.00033928872546908816,0.9999998839184847,2747
12,Rescale,0.75,align_procrustes,0.0033259184172362236,0.999988962594232,2747
13,Rescale,0.75,dummy,1.0,0.0,2747
14,Rescale,1.0,no_alignment,0.00033928872545681727,0.9999998839184846,2747
15,Rescale,1.0,align_z_score,0.04582216260454998,0.9979163722311318,2747
16,Rescale,1.0,align_recenter,0.000339288725461297,0.9999998839184846,2747
17,Rescale,1.0,align_recenter_rescale,0.0003392887254565782,0.9999998839184846,2747
18,Rescale,1.0,align_procrustes_paired,0.00033928872545832794,0.9999998839184846,2747
19,Rescale,1.0,align_procrustes,0.003325918417264077,0.9999889625942319,2747
20,Rescale,1.0,dummy,1.0,0.0,2747
21,Rescale,1.25,no_alignment,0.2538638159580384,0.9367321071567867,2747
22,Rescale,1.25,align_z_score,0.24333500279937734,0.9437027916098409,2747
23,Rescale,1.25,align_recenter,0.2501543176008833,0.9375690877475692,2747
24,Rescale,1.25,align_recenter_rescale,0.0006288719568197876,0.9999996135796999,2747
25,Rescale,1.25,align_procrustes_paired,0.0003392887253403665,0.9999998839184847,2747
26,Rescale,1.25,align_procrustes,0.0033259184176437527,0.9999889625942322,2747
27,Rescale,1.25,dummy,1.0,0.0,2747
28,Rescale,1.5,no_alignment,0.5080544873341908,0.7465983525922282,2747
29,Rescale,1.5,align_z_score,0.4708123692083142,0.7900375482267654,2747
30,Rescale,1.5,align_recenter,0.5006699116914156,0.7499119130993404,2747
31,Rescale,1.5,align_recenter_rescale,0.0012221119246217892,0.9999985013313759,2747
32,Rescale,1.5,align_procrustes_paired,0.0003392887256398315,0.9999998839184846,2747
33,Rescale,1.5,align_procrustes,0.0033259184170806103,0.9999889625942314,2747
34,Rescale,1.5,dummy,1.0,0.0,2747
35,Rescale,1.75,no_alignment,0.7622451587103253,0.4295986202250931,2747
36,Rescale,1.75,align_z_score,0.692220908343165,0.5474770348750322,2747
37,Rescale,1.75,align_recenter,0.751184966733453,0.43703357029097867,2747
38,Rescale,1.75,align_recenter_rescale,0.0018273241335729552,0.9999966432799448,2747
39,Rescale,1.75,align_procrustes_paired,0.00033928872502294146,0.9999998839184849,2747
40,Rescale,1.75,align_procrustes,0.0033259184194781607,0.9999889625942308,2747
41,Rescale,1.75,dummy,1.0,0.0,2747
42,Rescale,2.0,no_alignment,1.016435830088115,-0.01426708994769732,2747
43,Rescale,2.0,align_z_score,0.9075408409493505,0.22370037007645083,2747
44,Rescale,2.0,align_recenter,1.0016623083781773,-0.000986715118348691,2747
45,Rescale,2.0,align_recenter_rescale,0.0024255336558252176,0.9999941095288004,2747
46,Rescale,2.0,align_procrustes_paired,0.00033928872560711436,0.9999998839184843,2747
47,Rescale,2.0,align_procrustes,0.0033259184131505864,0.9999889625942331,2747
48,Rescale,2.0,dummy,1.0,0.0,2747
0,Rescale,0.5,no_alignment,0.6287563715114572,0.6273740682159016,9167
1,Rescale,0.5,align_z_score,0.5731181507763821,0.6826374119607327,9167
2,Rescale,0.5,align_recenter,0.5004576158692734,0.749910725507224,9167
3,Rescale,0.5,align_recenter_rescale,0.0010614331697673658,0.9999988143194852,9167
4,Rescale,0.5,align_procrustes_paired,0.00037398173992216565,0.9999998602968413,9167
5,Rescale,0.5,align_procrustes,0.0033247946430590126,0.9999889625942321,9167
6,Rescale,0.5,dummy,1.0,0.0,9167
7,Rescale,0.75,no_alignment,0.3145151910577261,0.9067539092906867,9167
8,Rescale,0.75,align_z_score,0.29189933215520636,0.9176432925146536,9167
9,Rescale,0.75,align_recenter,0.2503757505731581,0.937402497798746,9167
10,Rescale,0.75,align_recenter_rescale,0.0005889253906286654,0.9999996355932469,9167
11,Rescale,0.75,align_procrustes_paired,0.00037398173992888114,0.9999998602968413,9167
12,Rescale,0.75,align_procrustes,0.003324794643053299,0.9999889625942321,9167
13,Rescale,0.75,dummy,1.0,0.0,9167
14,Rescale,1.0,no_alignment,0.00037398173993034454,0.9999998602968413,9167
15,Rescale,1.0,align_z_score,0.051038229208082334,0.9973860497438486,9167
16,Rescale,1.0,align_recenter,0.000373981739930272,0.9999998602968413,9167
17,Rescale,1.0,align_recenter_rescale,0.0003739817399304832,0.9999998602968413,9167
18,Rescale,1.0,align_procrustes_paired,0.00037398173993087916,0.9999998602968413,9167
19,Rescale,1.0,align_procrustes,0.0033247946430552786,0.9999889625942321,9167
20,Rescale,1.0,dummy,1.0,0.0,9167
21,Rescale,1.25,no_alignment,0.31396742792635596,0.9071119212343631,9167
22,Rescale,1.25,align_z_score,0.2933911014304708,0.9182784312172184,9167
23,Rescale,1.25,align_recenter,0.24958215888278937,0.9377953769141544,9167
24,Rescale,1.25,align_recenter_rescale,0.0007249946424317012,0.9999994625760258,9167
25,Rescale,1.25,align_procrustes_paired,0.0003739817399246308,0.9999998602968413,9167
26,Rescale,1.25,align_procrustes,0.003324794643065357,0.9999889625942321,9167
27,Rescale,1.25,dummy,1.0,0.0,9167
28,Rescale,1.5,no_alignment,0.6282086944056122,0.628090092103265,9167
29,Rescale,1.5,align_z_score,0.5797436157028399,0.6811152024352632,9167
30,Rescale,1.5,align_recenter,0.4994328531186078,0.7509065544919169,9167
31,Rescale,1.5,align_recenter_rescale,0.0012527621319809187,0.9999984129353442,9167
32,Rescale,1.5,align_procrustes_paired,0.0003739817399310823,0.9999998602968413,9167
33,Rescale,1.5,align_procrustes,0.0033247946430388234,0.9999889625942321,9167
34,Rescale,1.5,dummy,1.0,0.0,9167
35,Rescale,1.75,no_alignment,0.9424499608848949,0.1629343729035312,9167
36,Rescale,1.75,align_z_score,0.8668614167086557,0.2884264638467007,9167
37,Rescale,1.75,align_recenter,0.7491812958386913,0.43947553867261846,9167
38,Rescale,1.75,align_recenter_rescale,0.001814847740938657,0.9999966783186801,9167
39,Rescale,1.75,align_procrustes_paired,0.000373981739924608,0.9999998602968413,9167
40,Rescale,1.75,align_procrustes,0.003324794642987077,0.9999889625942322,9167
41,Rescale,1.75,dummy,1.0,0.0,9167
42,Rescale,2.0,no_alignment,1.2566912273641462,-0.48835523636481004,9167
43,Rescale,2.0,align_z_score,1.1530583110611492,-0.25684256063343414,9167
44,Rescale,2.0,align_recenter,0.9988150584649327,0.0036687769328236364,9167
45,Rescale,2.0,align_recenter_rescale,0.0023971439320638627,0.9999942221995044,9167
46,Rescale,2.0,align_procrustes_paired,0.0003739817399137732,0.9999998602968413,9167
47,Rescale,2.0,align_procrustes,0.003324794643037442,0.9999889625942321,9167
48,Rescale,2.0,dummy,1.0,0.0,9167
0,Rescale,0.5,no_alignment,0.8147812128907306,0.3876953319033348,9998
1,Rescale,0.5,align_z_score,0.6356653577028749,0.6042267878365535,9998
2,Rescale,0.5,align_recenter,0.5019025321241234,0.7498757278049797,9998
3,Rescale,0.5,align_recenter_rescale,0.0006164082191362591,0.9999996324366409,9998
4,Rescale,0.5,align_procrustes_paired,0.0003129696493577618,0.9999999046157471,9998
5,Rescale,0.5,align_procrustes,0.0033340207225444757,0.9999889625942318,9998
6,Rescale,0.5,dummy,1.0,0.0,9998
7,Rescale,0.75,no_alignment,0.40746244750985033,0.8468489588434975,9998
8,Rescale,0.75,align_z_score,0.336468599200873,0.8892883158017003,9998
9,Rescale,0.75,align_recenter,0.2510942288106637,0.9373992111151411,9998
10,Rescale,0.75,align_recenter_rescale,0.00040187227761740737,0.9999998478121851,9998
11,Rescale,0.75,align_procrustes_paired,0.0003129696489491467,0.9999999046157472,9998
12,Rescale,0.75,align_procrustes,0.00333402072255999,0.9999889625942318,9998
13,Rescale,0.75,dummy,1.0,0.0,9998
14,Rescale,1.0,no_alignment,0.000312969648928596,0.9999999046157471,9998
15,Rescale,1.0,align_z_score,0.09434712419658331,0.990997707866625,9998
16,Rescale,1.0,align_recenter,0.00031296964893095137,0.9999999046157471,9998
17,Rescale,1.0,align_recenter_rescale,0.00031296964892851836,0.9999999046157471,9998
18,Rescale,1.0,align_procrustes_paired,0.0003129696489282423,0.9999999046157471,9998
19,Rescale,1.0,align_procrustes,0.003334020722456723,0.9999889625942318,9998
20,Rescale,1.0,dummy,1.0,0.0,9998
21,Rescale,1.25,no_alignment,0.40717508325086,0.8471481692212047,9998
22,Rescale,1.25,align_z_score,0.35536031325163386,0.8815315399633339,9998
23,Rescale,1.25,align_recenter,0.2504625526048399,0.9377125927131469,9998
24,Rescale,1.25,align_recenter_rescale,0.00043877285883263097,0.9999998010260399,9998
25,Rescale,1.25,align_procrustes_paired,0.00031296964960134447,0.9999999046157467,9998
26,Rescale,1.25,align_procrustes,0.003334020721474568,0.999988962594232,9998
27,Rescale,1.25,dummy,1.0,0.0,9998
28,Rescale,1.5,no_alignment,0.8144938486315396,0.3882937526596566,9998
29,Rescale,1.5,align_z_score,0.7131283802389927,0.53336061399634,9998
30,Rescale,1.5,align_recenter,0.5011955599180339,0.7505877828588278,9998
31,Rescale,1.5,align_recenter_rescale,0.0006619934546208243,0.9999995340666124,9998
32,Rescale,1.5,align_procrustes_paired,0.0003129696492345885,0.9999999046157464,9998
33,Rescale,1.5,align_procrustes,0.0033340207211020015,0.9999889625942311,9998
34,Rescale,1.5,dummy,1.0,0.0,9998
35,Rescale,1.75,no_alignment,1.2218126140137529,-0.37656334507526235,9998
36,Rescale,1.75,align_z_score,1.093544099874597,-0.07892981330019855,9998
37,Rescale,1.75,align_recenter,0.7518880145179013,0.43869167211716054,9998
38,Rescale,1.75,align_recenter_rescale,0.0009223699676500015,0.9999990996098378,9998
39,Rescale,1.75,align_procrustes_paired,0.00031296964991594134,0.9999999046157468,9998
40,Rescale,1.75,align_procrustes,0.003334020723264342,0.9999889625942298,9998
41,Rescale,1.75,dummy,1.0,0.0,9998
42,Rescale,2.0,no_alignment,1.6291313793995972,-1.447423123996884,9998
43,Rescale,2.0,align_z_score,1.490873286368036,-0.9789703693950051,9998
44,Rescale,2.0,align_recenter,1.0025322098684943,0.002106103855713415,9998
45,Rescale,2.0,align_recenter_rescale,0.001194621065470412,0.9999984923822532,9998
46,Rescale,2.0,align_procrustes_paired,0.0003129696529004077,0.9999999046157468,9998
47,Rescale,2.0,align_procrustes,0.003334020712603753,0.9999889625942345,9998
48,Rescale,2.0,dummy,1.0,0.0,9998
0,Rescale,0.5,no_alignment,0.5459947893187206,0.6915944991355201,189
1,Rescale,0.5,align_z_score,0.4992819474450634,0.7451241926680998,189
2,Rescale,0.5,align_recenter,0.501192999507118,0.7497351644352759,189
3,Rescale,0.5,align_recenter_rescale,0.0009479399764722318,0.9999990690952136,189
4,Rescale,0.5,align_procrustes_paired,0.0003045634359548419,0.9999999090965659,189
5,Rescale,0.5,align_procrustes,0.0033284636761694497,0.9999889625942318,189
6,Rescale,0.5,dummy,1.0,0.0,189
7,Rescale,0.75,no_alignment,0.27312498485918296,0.9228251996683935,189
8,Rescale,0.75,align_z_score,0.25002974689375074,0.9359221810020376,189
9,Rescale,0.75,align_recenter,0.25076480389994094,0.9373491617483218,189
10,Rescale,0.75,align_recenter_rescale,0.0005668692136993678,0.9999996732437428,189
11,Rescale,0.75,align_procrustes_paired,0.00030456343595460455,0.9999999090965659,189
12,Rescale,0.75,align_procrustes,0.003328463676174548,0.9999889625942318,189
13,Rescale,0.75,dummy,1.0,0.0,189
14,Rescale,1.0,no_alignment,0.0003045634359566748,0.9999999090965659,189
15,Rescale,1.0,align_z_score,0.04513068079579969,0.9978900798961374,189
16,Rescale,1.0,align_recenter,0.0003045634359565294,0.9999999090965659,189
17,Rescale,1.0,align_recenter_rescale,0.0003045634359569765,0.9999999090965659,189
18,Rescale,1.0,align_procrustes_paired,0.0003045634359569418,0.9999999090965659,189
19,Rescale,1.0,align_procrustes,0.0033284636761842634,0.9999889625942318,189
20,Rescale,1.0,dummy,1.0,0.0,189
21,Rescale,1.25,no_alignment,0.2726146240598951,0.9231186274200356,189
22,Rescale,1.25,align_z_score,0.244976437626169,0.9392721096270482,189
23,Rescale,1.25,align_recenter,0.2501994338909203,0.9376275124951113,189
24,Rescale,1.25,align_recenter_rescale,0.00045610064761596755,0.9999997853356539,189
25,Rescale,1.25,align_procrustes_paired,0.00030456343595020827,0.9999999090965659,189
26,Rescale,1.25,align_procrustes,0.0033284636761456246,0.9999889625942318,189
27,Rescale,1.25,dummy,1.0,0.0,189
28,Rescale,1.5,no_alignment,0.5454844285194242,0.6921813546388249,189
29,Rescale,1.5,align_z_score,0.4781625563271687,0.7676604849760197,189
30,Rescale,1.5,align_recenter,0.5007058038379775,0.750200769143796,189
31,Rescale,1.5,align_recenter_rescale,0.0008068556253875316,0.9999993079571217,189
32,Rescale,1.5,align_procrustes_paired,0.00030456343595149175,0.9999999090965659,189
33,Rescale,1.5,align_procrustes,0.003328463676147412,0.9999889625942318,189
34,Rescale,1.5,dummy,1.0,0.0,189
35,Rescale,1.75,no_alignment,0.8183542329789145,0.3071880907529577,189
36,Rescale,1.75,align_z_score,0.7088991012158825,0.48887230490452727,189
37,Rescale,1.75,align_recenter,0.7512085314497167,0.4377172120650047,189
38,Rescale,1.75,align_recenter_rescale,0.0011905437358876942,0.9999984802554102,189
39,Rescale,1.75,align_procrustes_paired,0.0003045634359610107,0.9999999090965659,189
40,Rescale,1.75,align_procrustes,0.0033284636760023524,0.9999889625942318,189
41,Rescale,1.75,dummy,1.0,0.0,189
42,Rescale,2.0,no_alignment,1.0912240374385311,-0.23186116423777614,189
43,Rescale,2.0,align_z_score,0.9373475294271386,0.10682725791075032,189
44,Rescale,2.0,align_recenter,1.0016927491993994,0.00020312848813486273,189
45,Rescale,2.0,align_recenter_rescale,0.0015846015790340132,0.9999973028114123,189
46,Rescale,2.0,align_procrustes_paired,0.0003045634359666919,0.9999999090965659,189
47,Rescale,2.0,align_procrustes,0.0033284636762562245,0.9999889625942319,189
48,Rescale,2.0,dummy,1.0,0.0,189
0,Rescale,0.5,no_alignment,0.500224939437457,0.7497250729731753,2734
1,Rescale,0.5,align_z_score,0.48270319534020195,0.7677051205689259,2734
2,Rescale,0.5,align_recenter,0.500762873203067,0.7495687279651564,2734
3,Rescale,0.5,align_recenter_rescale,0.0017700990231373215,0.9999965055097796,2734
4,Rescale,0.5,align_procrustes_paired,0.0003705391176993083,0.9999998657791862,2734
5,Rescale,0.5,align_procrustes,0.0033244111579847375,0.9999889625942319,2734
6,Rescale,0.5,dummy,1.0,0.0,2734
7,Rescale,0.75,no_alignment,0.25029102379239854,0.9373429503200965,2734
8,Rescale,0.75,align_z_score,0.23756170092403237,0.9437035100639541,2734
9,Rescale,0.75,align_recenter,0.2506144767350888,0.9372769372268736,2734
10,Rescale,0.75,align_recenter_rescale,0.0009692837761731767,0.9999989654204066,2734
11,Rescale,0.75,align_procrustes_paired,0.00037053911769492154,0.9999998657791862,2734
12,Rescale,0.75,align_procrustes,0.003324411157987082,0.9999889625942319,2734
13,Rescale,0.75,dummy,1.0,0.0,2734
14,Rescale,1.0,no_alignment,0.0003705391176936769,0.9999998657791862,2734
15,Rescale,1.0,align_z_score,0.028667436121111424,0.9991303356315636,2734
16,Rescale,1.0,align_recenter,0.00037053911769337493,0.9999998657791862,2734
17,Rescale,1.0,align_recenter_rescale,0.00037053911769314464,0.9999998657791862,2734
18,Rescale,1.0,align_procrustes_paired,0.00037053911769311716,0.9999998657791862,2734
19,Rescale,1.0,align_procrustes,0.003324411157975672,0.9999889625942319,2734
20,Rescale,1.0,dummy,1.0,0.0,2734
21,Rescale,1.25,no_alignment,0.2495768074977182,0.9376958193504442,2734
22,Rescale,1.25,align_z_score,0.22893122354750972,0.9480712650175609,2734
23,Rescale,1.25,align_recenter,0.24999283213158,0.9375864585814362,2734
24,Rescale,1.25,align_recenter_rescale,0.000811013940825946,0.9999992959719156,2734
25,Rescale,1.25,align_procrustes_paired,0.0003705391176902554,0.9999998657791862,2734
26,Rescale,1.25,align_procrustes,0.003324411157981539,0.9999889625942319,2734
27,Rescale,1.25,dummy,1.0,0.0,2734
28,Rescale,1.5,no_alignment,0.49951072314276995,0.7504308110338732,2734
29,Rescale,1.5,align_z_score,0.44646982366976384,0.8030276632080036,2734
30,Rescale,1.5,align_recenter,0.5004108108429434,0.7499260169169752,2734
31,Rescale,1.5,align_recenter_rescale,0.0015668212162217622,0.9999973399044874,2734
32,Rescale,1.5,align_procrustes_paired,0.00037053911768001354,0.9999998657791862,2734
33,Rescale,1.5,align_procrustes,0.0033244111579969946,0.9999889625942319,2734
34,Rescale,1.5,dummy,1.0,0.0,2734
35,Rescale,1.75,no_alignment,0.749444638787841,0.4382048408294491,2734
36,Rescale,1.75,align_z_score,0.6565792576217259,0.5747496169318004,2734
37,Rescale,1.75,align_recenter,0.750877565185893,0.4369485112056267,2734
38,Rescale,1.75,align_recenter_rescale,0.002328204360199353,0.9999940757434496,2734
39,Rescale,1.75,align_procrustes_paired,0.00037053911768677604,0.9999998657791862,2734
40,Rescale,1.75,align_procrustes,0.003324411157987138,0.9999889625942319,2734
41,Rescale,1.75,dummy,1.0,0.0,2734
42,Rescale,2.0,no_alignment,0.9993785544328985,0.0010179087371645634,2734
43,Rescale,2.0,align_z_score,0.859459965945726,0.27227381320989896,2734
44,Rescale,2.0,align_recenter,1.0013724388784893,-0.001375192190574026,2734
45,Rescale,2.0,align_recenter_rescale,0.003083728466438298,0.9999895756799481,2734
46,Rescale,2.0,align_procrustes_paired,0.00037053911768306335,0.9999998657791862,2734
47,Rescale,2.0,align_procrustes,0.0033244111579819255,0.9999889625942319,2734
48,Rescale,2.0,dummy,1.0,0.0,2734
0,Rescale,0.5,no_alignment,0.5709228527561524,0.6854449933252302,3005
1,Rescale,0.5,align_z_score,0.5133222881481977,0.7384855379543147,3005
2,Rescale,0.5,align_recenter,0.5006434439842307,0.7497850872603264,3005
3,Rescale,0.5,align_recenter_rescale,0.0010741456001702912,0.9999989043298946,3005
4,Rescale,0.5,align_procrustes_paired,0.00029865501574142487,0.9999999119310269,3005
5,Rescale,0.5,align_procrustes,0.0033249821601321985,0.9999889625942316,3005
6,Rescale,0.5,dummy,1.0,0.0,3005
7,Rescale,0.75,no_alignment,0.28558542453781127,0.921289048601259,3005
8,Rescale,0.75,align_z_score,0.2611353591136103,0.9334302010605369,3005
9,Rescale,0.75,align_recenter,0.2504847699183588,0.9373674367349499,3005
10,Rescale,0.75,align_recenter_rescale,0.0006117636149735068,0.9999996481012926,3005
11,Rescale,0.75,align_procrustes_paired,0.0002986550157436352,0.9999999119310269,3005
12,Rescale,0.75,align_procrustes,0.0033249821601317683,0.9999889625942316,3005
13,Rescale,0.75,dummy,1.0,0.0,3005
