,method,mae,r2,random_state
6,align_recenter_rescale,12.799476496311549,0.3827647835033442,76552
7,dummy,20.079812206572768,-0.04886256386571186,76552
8,align_procrustes,17.844286117044,-0.10706939019354644,76552
9,dummy,20.079812206572768,-0.04886256386571186,76552
0,no_alignment,14.9550098606894,0.2292442029508105,23897
1,dummy,20.422535211267604,-0.053374503524166395,23897
2,align_z_score,17.707229728296397,-0.10403538717294736,23897
3,dummy,20.422535211267604,-0.053374503524166395,23897
4,align_recenter,12.43720316452525,0.4502881931802406,23897
5,dummy,20.422535211267604,-0.053374503524166395,23897
6,align_recenter_rescale,12.252316052444732,0.41585932691444927,23897
7,dummy,20.422535211267604,-0.053374503524166395,23897
8,align_procrustes,17.785004797537837,0.002713931155108096,23897
9,dummy,20.422535211267604,-0.053374503524166395,23897
0,no_alignment,15.511012890541961,0.185639175371331,68148
1,dummy,20.422535211267604,-0.05604219982596659,68148
2,align_z_score,16.690039185652182,0.01842804223514094,68148
3,dummy,20.422535211267604,-0.05604219982596659,68148
4,align_recenter,12.519692787312758,0.41333384839228016,68148
5,dummy,20.422535211267604,-0.05604219982596659,68148
6,align_recenter_rescale,12.178923098985846,0.44865430855456145,68148
7,dummy,20.422535211267604,-0.05604219982596659,68148
8,align_procrustes,17.88698054967694,-0.08027161789328474,68148
9,dummy,20.422535211267604,-0.05604219982596659,68148
0,no_alignment,13.29706709542213,0.32196425155840724,23483
1,dummy,20.079812206572768,-0.055604272662459486,23483
2,align_z_score,18.746585852818683,-0.1834868330415904,23483
3,dummy,20.079812206572768,-0.055604272662459486,23483
4,align_recenter,12.79209098381952,0.3816461958129783,23483
5,dummy,20.079812206572768,-0.055604272662459486,23483
6,align_recenter_rescale,12.59269989929072,0.3784584904759799,23483
7,dummy,20.079812206572768,-0.055604272662459486,23483
8,align_procrustes,17.906911660865994,-0.04523789999361605,23483
9,dummy,20.079812206572768,-0.055604272662459486,23483
0,no_alignment,16.68223544400166,0.03364326519846372,48555
1,dummy,20.079812206572768,-0.04939981556883177,48555
2,align_z_score,18.159422191694745,-0.12500124239766874,48555
3,dummy,20.079812206572768,-0.04939981556883177,48555
4,align_recenter,11.790253248901465,0.4939990918395557,48555
5,dummy,20.079812206572768,-0.04939981556883177,48555
6,align_recenter_rescale,11.382541977643019,0.5179125965587688,48555
7,dummy,20.079812206572768,-0.04939981556883177,48555
8,align_procrustes,18.197515766495318,-0.12331739215307436,48555
9,dummy,20.079812206572768,-0.04939981556883177,48555
0,no_alignment,14.865733766690164,0.23567948719068355,17159
1,dummy,20.422535211267604,-0.08175120343124553,17159
2,align_z_score,19.538113878239585,-0.2546267680796721,17159
3,dummy,20.422535211267604,-0.08175120343124553,17159
4,align_recenter,12.365106966919795,0.44078645320313947,17159
5,dummy,20.422535211267604,-0.08175120343124553,17159
6,align_recenter_rescale,12.139286490205295,0.4436967354714807,17159
7,dummy,20.422535211267604,-0.08175120343124553,17159
8,align_procrustes,17.147363644810362,0.05547544534635329,17159
9,dummy,20.422535211267604,-0.08175120343124553,17159
0,no_alignment,12.331104623709725,0.4588405230611502,80077
1,dummy,20.422535211267604,-0.06330058343273337,80077
2,align_z_score,18.831537509760953,-0.19845023595933586,80077
3,dummy,20.422535211267604,-0.06330058343273337,80077
4,align_recenter,11.912067994157672,0.4960352679299448,80077
5,dummy,20.422535211267604,-0.06330058343273337,80077
6,align_recenter_rescale,11.894535391826976,0.5001927418095222,80077
7,dummy,20.422535211267604,-0.06330058343273337,80077
8,align_procrustes,16.89280736630426,0.06661958088102315,80077
9,dummy,20.422535211267604,-0.06330058343273337,80077
0,no_alignment,13.743876134568442,0.33544228712637736,35920
1,dummy,20.422535211267604,-0.07409205706541733,35920
2,align_z_score,18.94951614785929,-0.21849915582170176,35920
3,dummy,20.422535211267604,-0.07409205706541733,35920
4,align_recenter,11.619765060333295,0.49866645314602986,35920
5,dummy,20.422535211267604,-0.07409205706541733,35920
6,align_recenter_rescale,11.465154259180792,0.4967454730520008,35920
7,dummy,20.422535211267604,-0.07409205706541733,35920
8,align_procrustes,19.11247851964171,-0.23473768806839823,35920
9,dummy,20.422535211267604,-0.07409205706541733,35920
0,no_alignment,12.984343870696955,0.3854330954762675,92067
1,dummy,20.079812206572768,-0.059138449435937046,92067
2,align_z_score,18.349253408504477,-0.12883653142111262,92067
3,dummy,20.079812206572768,-0.059138449435937046,92067
4,align_recenter,12.390499593617433,0.44330347452369334,92067
5,dummy,20.079812206572768,-0.059138449435937046,92067
6,align_recenter_rescale,12.150021917088527,0.44551535125591857,92067
7,dummy,20.079812206572768,-0.059138449435937046,92067
8,align_procrustes,17.61955659856606,-0.07575434452412044,92067
9,dummy,20.079812206572768,-0.059138449435937046,92067
0,no_alignment,13.028349577102937,0.3875159780852173,67121
1,dummy,20.76525821596244,-0.08931766273863073,67121
2,align_z_score,15.650560957577856,0.12991953032224424,67121
3,dummy,20.76525821596244,-0.08931766273863073,67121
4,align_recenter,13.288601907185756,0.3580029661777582,67121
5,dummy,20.76525821596244,-0.08931766273863073,67121
6,align_recenter_rescale,12.975380370199597,0.3826274725732348,67121
7,dummy,20.76525821596244,-0.08931766273863073,67121
8,align_procrustes,18.210223760577872,-0.14624226003305463,67121
9,dummy,20.76525821596244,-0.08931766273863073,67121
0,no_alignment,14.457620930885689,0.23034117305177126,69479
1,dummy,20.76525821596244,-0.09243366459839897,69479
2,align_z_score,17.055572046783997,-0.001555610439601507,69479
3,dummy,20.76525821596244,-0.09243366459839897,69479
4,align_recenter,12.12119051015528,0.4403481624788931,69479
5,dummy,20.76525821596244,-0.09243366459839897,69479
6,align_recenter_rescale,12.001452099444906,0.45772746106510886,69479
7,dummy,20.76525821596244,-0.09243366459839897,69479
8,align_procrustes,17.652747878578598,-0.09911711922571564,69479
9,dummy,20.76525821596244,-0.09243366459839897,69479
0,no_alignment,13.030616231032965,0.38260906367617464,89475
1,dummy,20.079812206572768,-0.0640561368627528,89475
2,align_z_score,18.568182943120444,-0.15466446882264728,89475
3,dummy,20.079812206572768,-0.0640561368627528,89475
4,align_recenter,13.664216070198583,0.32703281922515903,89475
5,dummy,20.079812206572768,-0.0640561368627528,89475
6,align_recenter_rescale,13.336146049356312,0.3421641537793314,89475
7,dummy,20.079812206572768,-0.0640561368627528,89475
8,align_procrustes,17.2269220014978,-0.002098637777692147,89475
9,dummy,20.079812206572768,-0.0640561368627528,89475
0,no_alignment,11.425742627163627,0.5031626818853274,19457
1,dummy,20.422535211267604,-0.07500688615403805,19457
2,align_z_score,15.963208992542956,0.13444471702686245,19457
3,dummy,20.422535211267604,-0.07500688615403805,19457
4,align_recenter,11.805768630698688,0.4798114174411129,19457
5,dummy,20.422535211267604,-0.07500688615403805,19457
6,align_recenter_rescale,11.54440119663012,0.4720949524305049,19457
7,dummy,20.422535211267604,-0.07500688615403805,19457
8,align_procrustes,18.369708436030407,-0.11390901011027066,19457
9,dummy,20.422535211267604,-0.07500688615403805,19457
0,no_alignment,12.71784724434443,0.38574514410465977,66557
1,dummy,20.422535211267604,-0.08407071023482993,66557
2,align_z_score,16.293354345090503,0.071569879505749,66557
3,dummy,20.422535211267604,-0.08407071023482993,66557
4,align_recenter,11.85234273570528,0.479729833124905,66557
5,dummy,20.422535211267604,-0.08407071023482993,66557
6,align_recenter_rescale,11.34286800545031,0.4934792909614536,66557
7,dummy,20.422535211267604,-0.08407071023482993,66557
8,align_procrustes,18.355761808495693,-0.12610415811794096,66557
9,dummy,20.422535211267604,-0.08407071023482993,66557
0,no_alignment,12.24215425023431,0.4471060248898723,77189
1,dummy,20.422535211267604,-0.06875834084105992,77189
2,align_z_score,16.283247122126674,0.06296954175153435,77189
3,dummy,20.422535211267604,-0.06875834084105992,77189
4,align_recenter,11.30289013488035,0.5021881321523184,77189
5,dummy,20.422535211267604,-0.06875834084105992,77189
6,align_recenter_rescale,11.281296271778086,0.521021621781133,77189
7,dummy,20.422535211267604,-0.06875834084105992,77189
8,align_procrustes,18.89436544283201,-0.17762090262684915,77189
9,dummy,20.422535211267604,-0.06875834084105992,77189
0,no_alignment,12.59503843452971,0.4209933754649716,78953
1,dummy,20.422535211267604,-0.07166723146747955,78953
2,align_z_score,18.220343996287134,-0.11744634638131646,78953
3,dummy,20.422535211267604,-0.07166723146747955,78953
4,align_recenter,11.810987121409791,0.4752621739826097,78953
5,dummy,20.422535211267604,-0.07166723146747955,78953
6,align_recenter_rescale,11.893479084127806,0.4651860936128758,78953
7,dummy,20.422535211267604,-0.07166723146747955,78953
8,align_procrustes,16.924441241910806,0.024340277462916893,78953
9,dummy,20.422535211267604,-0.07166723146747955,78953
0,no_alignment,13.932528762614357,0.31951519073436063,52995
1,dummy,20.079812206572768,-0.06554418370188553,52995
2,align_z_score,17.87583384638022,-0.09009611616268631,52995
3,dummy,20.079812206572768,-0.06554418370188553,52995
4,align_recenter,12.519743261484683,0.4415478163017612,52995
5,dummy,20.079812206572768,-0.06554418370188553,52995
6,align_recenter_rescale,12.378514956765112,0.44258671463736965,52995
7,dummy,20.079812206572768,-0.06554418370188553,52995
8,align_procrustes,17.665281920901588,-0.031182694757817542,52995
9,dummy,20.079812206572768,-0.06554418370188553,52995
0,no_alignment,12.164073013742113,0.4528100092808861,40757
1,dummy,20.422535211267604,-0.08369905867458383,40757
2,align_z_score,20.06632883955628,-0.41907394356830174,40757
3,dummy,20.422535211267604,-0.08369905867458383,40757
4,align_recenter,12.761934584357592,0.41068854589261605,40757
5,dummy,20.422535211267604,-0.08369905867458383,40757
6,align_recenter_rescale,12.97792177262871,0.36266992059543113,40757
7,dummy,20.422535211267604,-0.08369905867458383,40757
8,align_procrustes,17.76731422640203,-0.06903090778488652,40757
9,dummy,20.422535211267604,-0.08369905867458383,40757
0,no_alignment,17.67142233663651,-0.06311025214589816,9692
1,dummy,20.422535211267604,-0.0823229246267565,9692
2,align_z_score,20.29198601359027,-0.39270640769092924,9692
3,dummy,20.422535211267604,-0.0823229246267565,9692
4,align_recenter,11.905437227454431,0.45934593948266655,9692
5,dummy,20.422535211267604,-0.0823229246267565,9692
6,align_recenter_rescale,11.67445925599836,0.4529658402835606,9692
7,dummy,20.422535211267604,-0.0823229246267565,9692
8,align_procrustes,17.374778132435008,-0.06245304907742044,9692
9,dummy,20.422535211267604,-0.0823229246267565,9692
0,no_alignment,14.111894214690334,0.27407671306229153,45758
1,dummy,20.422535211267604,-0.08110024719018893,45758
2,align_z_score,19.722738918150167,-0.35790594121889385,45758
3,dummy,20.422535211267604,-0.08110024719018893,45758
4,align_recenter,14.356624029569007,0.2623853934577518,45758
5,dummy,20.422535211267604,-0.08110024719018893,45758
6,align_recenter_rescale,14.556209894650596,0.22694732338955992,45758
7,dummy,20.422535211267604,-0.08110024719018893,45758
8,align_procrustes,17.781966972591515,-0.08959421402348666,45758
9,dummy,20.422535211267604,-0.08110024719018893,45758
0,no_alignment,12.01796978684904,0.4552629096712161,72409
1,dummy,20.079812206572768,-0.05894790368550851,72409
2,align_z_score,16.766841967269436,0.005521577678405443,72409
3,dummy,20.079812206572768,-0.05894790368550851,72409
4,align_recenter,11.864716895319287,0.47576987125934855,72409
5,dummy,20.079812206572768,-0.05894790368550851,72409
6,align_recenter_rescale,11.398123872532855,0.5071039517553373,72409
7,dummy,20.079812206572768,-0.05894790368550851,72409
8,align_procrustes,17.932222928188125,-0.031513236867732664,72409
9,dummy,20.079812206572768,-0.05894790368550851,72409
0,no_alignment,14.210764142904544,0.2936522409731779,71211
1,dummy,20.079812206572768,-0.05741752302733505,71211
2,align_z_score,17.971878743013658,-0.07821940589296994,71211
3,dummy,20.079812206572768,-0.05741752302733505,71211
4,align_recenter,13.043304762607695,0.4070993774360303,71211
5,dummy,20.079812206572768,-0.05741752302733505,71211
6,align_recenter_rescale,12.868111439926983,0.41533069051248794,71211
7,dummy,20.079812206572768,-0.05741752302733505,71211
8,align_procrustes,19.254130889079864,-0.32691720576438477,71211
9,dummy,20.079812206572768,-0.05741752302733505,71211
0,no_alignment,17.25430937062728,-0.0356617168485589,65697
1,dummy,20.422535211267604,-0.06344415278856563,65697
2,align_z_score,20.02527477667928,-0.3713245046011373,65697
3,dummy,20.422535211267604,-0.06344415278856563,65697
4,align_recenter,12.460626481872723,0.42862262846340593,65697
5,dummy,20.422535211267604,-0.06344415278856563,65697
6,align_recenter_rescale,12.653001399410462,0.396050650640305,65697
7,dummy,20.422535211267604,-0.06344415278856563,65697
8,align_procrustes,17.491402246655134,-0.05690767940170094,65697
9,dummy,20.422535211267604,-0.06344415278856563,65697
0,no_alignment,17.139977108267992,-0.08502664788555214,37065
1,dummy,20.079812206572768,-0.06825454959962762,37065
2,align_z_score,19.285530369788635,-0.3004146259438647,37065
3,dummy,20.079812206572768,-0.06825454959962762,37065
4,align_recenter,12.914105339438912,0.36172103646444875,37065
5,dummy,20.079812206572768,-0.06825454959962762,37065
6,align_recenter_rescale,12.508157547936422,0.3988151143986921,37065
7,dummy,20.079812206572768,-0.06825454959962762,37065
8,align_procrustes,18.063694849060177,-0.11760772963484478,37065
9,dummy,20.079812206572768,-0.06825454959962762,37065
0,no_alignment,13.02819720708067,0.39143335565811055,92093
1,dummy,20.422535211267604,-0.07273995126919375,92093
2,align_z_score,18.433461335153623,-0.1939667616658587,92093
3,dummy,20.422535211267604,-0.07273995126919375,92093
4,align_recenter,11.7732248672529,0.5055997128478096,92093
5,dummy,20.422535211267604,-0.07273995126919375,92093
6,align_recenter_rescale,11.094171900505952,0.5409472056088,92093
7,dummy,20.422535211267604,-0.07273995126919375,92093
8,align_procrustes,18.311297631122518,-0.06483368381624732,92093
9,dummy,20.422535211267604,-0.07273995126919375,92093
0,no_alignment,13.810055802886241,0.29097093169350396,99299
1,dummy,20.079812206572768,-0.06129003819097645,99299
2,align_z_score,17.102870146303093,-0.009584904540322015,99299
3,dummy,20.079812206572768,-0.06129003819097645,99299
4,align_recenter,11.864687854900621,0.43524713358563605,99299
5,dummy,20.079812206572768,-0.06129003819097645,99299
6,align_recenter_rescale,11.966633699818757,0.4220464454296551,99299
7,dummy,20.079812206572768,-0.06129003819097645,99299
8,align_procrustes,17.657180945915282,-0.034472907627066895,99299
9,dummy,20.079812206572768,-0.06129003819097645,99299
0,no_alignment,13.614675383015264,0.3766977103785172,32606
1,dummy,20.079812206572768,-0.06023568011039315,32606
2,align_z_score,17.391827004977856,-0.016744018067439415,32606
3,dummy,20.079812206572768,-0.06023568011039315,32606
4,align_recenter,12.493375974099301,0.4609683355476829,32606
5,dummy,20.079812206572768,-0.06023568011039315,32606
6,align_recenter_rescale,12.138594157789802,0.47988805224788267,32606
7,dummy,20.079812206572768,-0.06023568011039315,32606
8,align_procrustes,16.86806768859772,0.03214237549570753,32606
9,dummy,20.079812206572768,-0.06023568011039315,32606
0,no_alignment,13.088870938471668,0.3424684345903445,11534
1,dummy,20.422535211267604,-0.06104320308641542,11534
2,align_z_score,16.213555931450962,0.08081547380903487,11534
3,dummy,20.422535211267604,-0.06104320308641542,11534
4,align_recenter,11.47593759747406,0.4646771669452794,11534
5,dummy,20.422535211267604,-0.06104320308641542,11534
6,align_recenter_rescale,11.453333574914467,0.45845554805751554,11534
7,dummy,20.422535211267604,-0.06104320308641542,11534
8,align_procrustes,16.766257625573477,0.05149070547396273,11534
9,dummy,20.422535211267604,-0.06104320308641542,11534
0,no_alignment,14.976981588920532,0.2226891189907969,94663
1,dummy,20.422535211267604,-0.059729352933777013,94663
2,align_z_score,16.640274052150662,0.07180195115350863,94663
3,dummy,20.422535211267604,-0.059729352933777013,94663
4,align_recenter,11.411347129582994,0.5337906514786427,94663
5,dummy,20.422535211267604,-0.059729352933777013,94663
6,align_recenter_rescale,12.547115875207517,0.4246275111754073,94663
7,dummy,20.422535211267604,-0.059729352933777013,94663
8,align_procrustes,17.560211551532646,-0.08056386354692968,94663
9,dummy,20.422535211267604,-0.059729352933777013,94663
0,no_alignment,14.489620034972363,0.2756285492123226,40397
1,dummy,20.079812206572768,-0.0552685744980248,40397
2,align_z_score,18.07949619578519,-0.15489508712507027,40397
3,dummy,20.079812206572768,-0.0552685744980248,40397
4,align_recenter,12.178706345136876,0.4446592201169074,40397
5,dummy,20.079812206572768,-0.0552685744980248,40397
6,align_recenter_rescale,11.959269469161129,0.43783628481035475,40397
7,dummy,20.079812206572768,-0.0552685744980248,40397
8,align_procrustes,17.097035368167575,-0.04878080760856607,40397
9,dummy,20.079812206572768,-0.0552685744980248,40397
0,no_alignment,12.49104912592594,0.43682819876869516,91387
1,dummy,20.079812206572768,-0.048941387242763534,91387
2,align_z_score,15.830019224628314,0.12889935142776876,91387
3,dummy,20.079812206572768,-0.048941387242763534,91387
4,align_recenter,11.757447889762664,0.501057774965556,91387
5,dummy,20.079812206572768,-0.048941387242763534,91387
6,align_recenter_rescale,11.540454998074265,0.507586075321252,91387
7,dummy,20.079812206572768,-0.048941387242763534,91387
8,align_procrustes,16.48539641295936,0.09060399090744642,91387
9,dummy,20.079812206572768,-0.048941387242763534,91387
0,no_alignment,13.042132009397784,0.3023100282339185,1016
1,dummy,20.079812206572768,-0.056668365463705905,1016
2,align_z_score,15.238650315347009,0.22116866104108168,1016
3,dummy,20.079812206572768,-0.056668365463705905,1016
4,align_recenter,13.288834849756997,0.3548171715512779,1016
5,dummy,20.079812206572768,-0.056668365463705905,1016
6,align_recenter_rescale,13.256186041398026,0.3370191587967064,1016
7,dummy,20.079812206572768,-0.056668365463705905,1016
8,align_procrustes,17.818063016833914,-0.04252649400416786,1016
9,dummy,20.079812206572768,-0.056668365463705905,1016
0,no_alignment,13.513020037387625,0.31678060313395995,89789
1,dummy,20.422535211267604,-0.06233574400371866,89789
2,align_z_score,18.373164012225395,-0.177861817602061,89789
3,dummy,20.422535211267604,-0.06233574400371866,89789
4,align_recenter,11.66789676245197,0.4785284991475369,89789
5,dummy,20.422535211267604,-0.06233574400371866,89789
6,align_recenter_rescale,11.477704151242719,0.48578075107338936,89789
7,dummy,20.422535211267604,-0.06233574400371866,89789
8,align_procrustes,18.0193107048917,-0.16738292155284862,89789
9,dummy,20.422535211267604,-0.06233574400371866,89789
0,no_alignment,13.661026973619668,0.3453013650157022,55591
1,dummy,20.422535211267604,-0.06812423944086898,55591
2,align_z_score,18.43064099197992,-0.15517228163085228,55591
3,dummy,20.422535211267604,-0.06812423944086898,55591
4,align_recenter,13.496301625083802,0.36009280871739,55591
5,dummy,20.422535211267604,-0.06812423944086898,55591
6,align_recenter_rescale,14.086312379504554,0.29789934069593604,55591
7,dummy,20.422535211267604,-0.06812423944086898,55591
8,align_procrustes,18.553062167679926,-0.22776139087897906,55591
9,dummy,20.422535211267604,-0.06812423944086898,55591
0,no_alignment,13.496395075578008,0.3568233394266003,89812
1,dummy,20.422535211267604,-0.08730511228388882,89812
2,align_z_score,18.7247830066865,-0.17816018178600013,89812
3,dummy,20.422535211267604,-0.08730511228388882,89812
4,align_recenter,12.3135357503038,0.4572930179577416,89812
5,dummy,20.422535211267604,-0.08730511228388882,89812
6,align_recenter_rescale,12.11644727790209,0.4623732773136935,89812
7,dummy,20.422535211267604,-0.08730511228388882,89812
8,align_procrustes,17.69873191903983,-0.03556767084360235,89812
9,dummy,20.422535211267604,-0.08730511228388882,89812
0,no_alignment,19.533515281287325,-0.2651339561960384,23247
1,dummy,20.422535211267604,-0.07728878531836192,23247
2,align_z_score,20.187777846626613,-0.3605847927074479,23247
3,dummy,20.422535211267604,-0.07728878531836192,23247
4,align_recenter,11.916117733385901,0.4779874539159672,23247
5,dummy,20.422535211267604,-0.07728878531836192,23247
6,align_recenter_rescale,11.838051602504976,0.4517273420133454,23247
7,dummy,20.422535211267604,-0.07728878531836192,23247
8,align_procrustes,17.348691620068593,-0.01589037382244851,23247
9,dummy,20.422535211267604,-0.07728878531836192,23247
0,no_alignment,13.25066830953596,0.3604160585797004,24300
1,dummy,20.422535211267604,-0.0804721146699976,24300
2,align_z_score,20.394116916306388,-0.4237935326232125,24300
3,dummy,20.422535211267604,-0.0804721146699976,24300
4,align_recenter,12.955632178040002,0.3811351337725237,24300
5,dummy,20.422535211267604,-0.0804721146699976,24300
6,align_recenter_rescale,12.18343574826022,0.450937958172024,24300
7,dummy,20.422535211267604,-0.0804721146699976,24300
8,align_procrustes,17.115910416828537,-0.012914199072786126,24300
9,dummy,20.422535211267604,-0.0804721146699976,24300
0,no_alignment,12.355272619117061,0.4372769608256202,74065
1,dummy,20.422535211267604,-0.0817104424345867,74065
2,align_z_score,17.8333273085933,-0.11576868151180797,74065
3,dummy,20.422535211267604,-0.0817104424345867,74065
4,align_recenter,11.667940950233096,0.4849650713371284,74065
5,dummy,20.422535211267604,-0.0817104424345867,74065
6,align_recenter_rescale,11.860753672703144,0.48046376963376203,74065
7,dummy,20.422535211267604,-0.0817104424345867,74065
8,align_procrustes,17.469093055755387,-0.028530184540695336,74065
9,dummy,20.422535211267604,-0.0817104424345867,74065
0,no_alignment,12.625231714105395,0.4269326405303555,82798
1,dummy,20.422535211267604,-0.05908645192045592,82798
2,align_z_score,16.115484711245067,0.12389471060494228,82798
3,dummy,20.422535211267604,-0.05908645192045592,82798
4,align_recenter,12.213410162360233,0.472981223139779,82798
5,dummy,20.422535211267604,-0.05908645192045592,82798
6,align_recenter_rescale,12.042869436204668,0.4789446550619517,82798
7,dummy,20.422535211267604,-0.05908645192045592,82798
8,align_procrustes,17.53885731807366,-0.09832038244250785,82798
9,dummy,20.422535211267604,-0.05908645192045592,82798
0,no_alignment,16.560209151009648,0.057907177145759436,9268
1,dummy,20.422535211267604,-0.07067826978579173,9268
2,align_z_score,22.283611560231122,-0.730576960586742,9268
3,dummy,20.422535211267604,-0.07067826978579173,9268
4,align_recenter,12.153509125026968,0.4691216553078228,9268
5,dummy,20.422535211267604,-0.07067826978579173,9268
6,align_recenter_rescale,11.977496809710038,0.4735807638742221,9268
7,dummy,20.422535211267604,-0.07067826978579173,9268
8,align_procrustes,17.684368285440797,0.0001338319169903457,9268
9,dummy,20.422535211267604,-0.07067826978579173,9268
0,no_alignment,12.788983984630368,0.40481486895365026,86807
1,dummy,20.079812206572768,-0.06292448762433533,86807
2,align_z_score,16.170563259305336,0.0933782765595973,86807
3,dummy,20.079812206572768,-0.06292448762433533,86807
4,align_recenter,12.170899555643055,0.45192424694557254,86807
5,dummy,20.079812206572768,-0.06292448762433533,86807
6,align_recenter_rescale,12.169704129583645,0.45301653290598465,86807
7,dummy,20.079812206572768,-0.06292448762433533,86807
8,align_procrustes,18.275163499222412,-0.11916752322356805,86807
9,dummy,20.079812206572768,-0.06292448762433533,86807
0,no_alignment,15.225329166595353,0.21934575018486446,12185
1,dummy,20.422535211267604,-0.06834770451604744,12185
2,align_z_score,21.62147766830304,-0.5356504873911327,12185
3,dummy,20.422535211267604,-0.06834770451604744,12185
4,align_recenter,12.079554235594701,0.4862049975716607,12185
5,dummy,20.422535211267604,-0.06834770451604744,12185
6,align_recenter_rescale,11.539423974485382,0.5227016888863851,12185
7,dummy,20.422535211267604,-0.06834770451604744,12185
8,align_procrustes,17.93170260461396,-0.06804679777281342,12185
9,dummy,20.422535211267604,-0.06834770451604744,12185
0,no_alignment,14.049993685282692,0.29949190538503656,63704
1,dummy,20.422535211267604,-0.06883313412582237,63704
2,align_z_score,18.927831772393567,-0.25287776554038666,63704
3,dummy,20.422535211267604,-0.06883313412582237,63704
4,align_recenter,12.622488583203523,0.4223748031863246,63704
5,dummy,20.422535211267604,-0.06883313412582237,63704
6,align_recenter_rescale,12.626093518055363,0.4279988945796478,63704
7,dummy,20.422535211267604,-0.06883313412582237,63704
8,align_procrustes,17.711102566895875,-0.1019062730937994,63704
9,dummy,20.422535211267604,-0.06883313412582237,63704
0,no_alignment,15.893204052302387,0.13872665031377585,86779
1,dummy,20.422535211267604,-0.08525303834323261,86779
2,align_z_score,20.708470562162816,-0.43419035867762146,86779
3,dummy,20.422535211267604,-0.08525303834323261,86779
4,align_recenter,12.319254751527628,0.43551861749057097,86779
5,dummy,20.422535211267604,-0.08525303834323261,86779
6,align_recenter_rescale,11.978988950922133,0.455807484717484,86779
7,dummy,20.422535211267604,-0.08525303834323261,86779
8,align_procrustes,17.96146592922076,-0.12463826679580525,86779
9,dummy,20.422535211267604,-0.08525303834323261,86779
0,no_alignment,13.739981962032362,0.32224760826151255,39099
1,dummy,20.76525821596244,-0.08594131755402601,39099
2,align_z_score,18.96482126239851,-0.23949720377647088,39099
3,dummy,20.76525821596244,-0.08594131755402601,39099
4,align_recenter,12.46566661989277,0.4621624377589604,39099
5,dummy,20.76525821596244,-0.08594131755402601,39099
6,align_recenter_rescale,11.97232459605673,0.4863158105344372,39099
7,dummy,20.76525821596244,-0.08594131755402601,39099
8,align_procrustes,17.67922219679249,-0.035931209733532254,39099
9,dummy,20.76525821596244,-0.08594131755402601,39099
0,no_alignment,15.660718322944076,0.15243909499506458,8571
1,dummy,20.079812206572768,-0.059364036272542275,8571
2,align_z_score,17.175718007201453,-0.03564652996800377,8571
3,dummy,20.079812206572768,-0.059364036272542275,8571
4,align_recenter,11.673175765171125,0.4796554401655677,8571
5,dummy,20.079812206572768,-0.059364036272542275,8571
6,align_recenter_rescale,11.34208161089326,0.4907315251720473,8571
7,dummy,20.079812206572768,-0.059364036272542275,8571
8,align_procrustes,19.214393979656204,-0.20798103661591516,8571
9,dummy,20.079812206572768,-0.059364036272542275,8571
0,no_alignment,13.779958627504634,0.3165528487164748,38044
1,dummy,20.422535211267604,-0.08299929646281945,38044
2,align_z_score,19.553402046058892,-0.2943487873836541,38044
3,dummy,20.422535211267604,-0.08299929646281945,38044
4,align_recenter,11.801092043817283,0.4739581280916644,38044
5,dummy,20.422535211267604,-0.08299929646281945,38044
6,align_recenter_rescale,11.894664636127228,0.4727041380398004,38044
7,dummy,20.422535211267604,-0.08299929646281945,38044
8,align_procrustes,17.33629652772706,0.009311936966785561,38044
9,dummy,20.422535211267604,-0.08299929646281945,38044
0,no_alignment,13.097600846752409,0.39217550196231055,51214
1,dummy,20.76525821596244,-0.07774529271567032,51214
2,align_z_score,16.901494845013648,0.008324341263471369,51214
3,dummy,20.76525821596244,-0.07774529271567032,51214
4,align_recenter,12.872192644328223,0.40894849300919456,51214
5,dummy,20.76525821596244,-0.07774529271567032,51214
6,align_recenter_rescale,12.338803620746528,0.43491563729190186,51214
7,dummy,20.76525821596244,-0.07774529271567032,51214
8,align_procrustes,18.093089819452413,-0.12827829257663503,51214
9,dummy,20.76525821596244,-0.07774529271567032,51214
0,no_alignment,12.169756112251779,0.406368415000554,61228
1,dummy,20.76525821596244,-0.08287611394005423,61228
2,align_z_score,16.78853663475381,0.044282013252882946,61228
3,dummy,20.76525821596244,-0.08287611394005423,61228
4,align_recenter,12.391352884975086,0.4280087374188457,61228
5,dummy,20.76525821596244,-0.08287611394005423,61228
6,align_recenter_rescale,11.624842874356464,0.49247268135135336,61228
7,dummy,20.76525821596244,-0.08287611394005423,61228
8,align_procrustes,18.96371874013833,-0.21893812623716902,61228
9,dummy,20.76525821596244,-0.08287611394005423,61228
0,no_alignment,13.308106728290918,0.3539659486136222,48984
1,dummy,20.422535211267604,-0.07982628119194923,48984
2,align_z_score,15.970317099092524,0.09085100847637606,48984
3,dummy,20.422535211267604,-0.07982628119194923,48984
4,align_recenter,12.770378077297009,0.41820955852580866,48984
5,dummy,20.422535211267604,-0.07982628119194923,48984
6,align_recenter_rescale,12.023840015014319,0.4643877774144408,48984
7,dummy,20.422535211267604,-0.07982628119194923,48984
8,align_procrustes,17.37042992249412,-0.013312805210359935,48984
9,dummy,20.422535211267604,-0.07982628119194923,48984
0,no_alignment,12.901086185877377,0.38766344504178485,40774
1,dummy,20.422535211267604,-0.08055302681057541,40774
2,align_z_score,16.480223422425905,0.08035929179782697,40774
